,id,prod_name,winery,wine_type,score,price,flavor1,flavor2,prod_link
0,2754191,Stonehorse Shiraz 2004,Kaesler,Red wine,4.0,48599,"plum, blackberry, dark ...",0,https://www.vivino.com/kaesler-wines-and-vineyard-stonehorse-shiraz/w/87516?year=2004&price_id=2754191
1,2754201,Barolo Cerequio 2001,Michele Chiarlo,Red wine,4.4,116638,,0,https://www.vivino.com/michele-chiarlo-barolo-cerequio/w/86578?year=2001&price_id=2754201
2,2754206,Select Shiraz 2001,Saxenburg,Red wine,4.5,141748,"tobacco, oak, vanilla",0,https://www.vivino.com/saxenburg-select-shiraz/w/1521195?year=2001&price_id=2754206
3,2754212,Sauvignon Blanc 2014,Cloudy Bay,White wine,4.1,48599,"citrus, grapefruit, lim...",0,https://www.vivino.com/cloudy-bay-marlborough-sauvignon-blanc/w/18978?year=2014&price_id=2754212
4,2754226,Montes Alpha M Red 2006,Montes,Red wine,4.4,129598,,0,https://www.vivino.com/montes-casablanca-valley-montes-alpha-m-red/w/1664699?year=2006&price_id=2754226
5,2754229,Brunello di Montalcino 2002,Banfi,Red wine,4.2,115423,,0,https://www.vivino.com/banfi-brunello-di-montalcino/w/22917?year=2002&price_id=2754229
6,2754232,Amon-Ra Shiraz 2005,Glaetzer,Red wine,4.5,141748,"blackberry, blackcurran...",0,https://www.vivino.com/glaetzer-amon-ra-shiraz/w/1160689?year=2005&price_id=2754232
7,2754242,President's Selection Shiraz 2005,Wolf Blass,Red wine,3.8,51839,,0,https://www.vivino.com/wolf-blass-president-s-selection-shiraz/w/1130082?year=2005&price_id=2754242
8,2754247,M3 Chardonnay 2006,Shaw + Smith,White wine,4.0,54674,"oak, butter, vanilla",0,https://www.vivino.com/shaw-smith-m3-chardonnay/w/31564?year=2006&price_id=2754247
9,2754248,Cabernet Sauvignon 2005,Croze,Red wine,4.1,80999,"oak, vanilla, chocolate",0,https://www.vivino.com/us-croze-cabernet-sauvignon/w/1530459?year=2005&price_id=2754248
10,2754266,Cavas de Weinert Red Blend 2000,Weinert,Red wine,4.0,27540,"blackberry, black fruit...",0,https://www.vivino.com/bodega-y-cavas-de-weinert-cavas-de-weinert-red-blend/w/2321323?year=2000&price_id=2754266
11,2754269,Medalla Real (Gran Reserva) Carmenère 2009,Santa Rita,Red wine,3.7,48599,,0,https://www.vivino.com/santa-rita-medalla-real-gran-reserva-carmenere/w/1258729?year=2009&price_id=2754269
12,2754271,Private Collection Cabernet Sauvignon 2003,Saxenburg,Red wine,4.2,40499,"oak, tobacco, cigar box",0,https://www.vivino.com/saxenburg-private-collection-cabernet-sauvignon/w/15588?year=2003&price_id=2754271
13,2754275,Sauvignon Blanc 2011,Framingham,White wine,3.9,40499,,0,https://www.vivino.com/framingham-sauvignon-blanc/w/1123133?year=2011&price_id=2754275
14,2754278,Cuvée Alexandre Merlot 2005,Lapostolle,Red wine,4.1,48599,"oak, vanilla, chocolate",0,https://www.vivino.com/lapostolle-cuvee-alexandre-merlot-apalta-valley/w/13752?year=2005&price_id=2754278
15,2754285,Napa Valley Sauvignon Blanc 2004,Duckhorn,White wine,4.0,66824,"citrus, grapefruit, lem...",0,https://www.vivino.com/duckhorn-napa-valley-sauvignon-blanc/w/1128386?year=2004&price_id=2754285
16,2754315,Te Koko Sauvignon Blanc 2005,Cloudy Bay,White wine,4.1,72899,"citrus, grapefruit, lem...",0,https://www.vivino.com/cloudy-bay-marlborough-te-koko-sauvignon-blanc/w/1126958?year=2005&price_id=2754315
17,2754321,Torre Muga 2000,Muga,Red wine,4.6,109348,"oak, vanilla, tobacco",0,https://www.vivino.com/muga-torre-muga/w/7494?year=2000&price_id=2754321
18,2754328,Graveyard Vineyard Shiraz 2004,Brokenwood,Red wine,4.3,105298,,0,https://www.vivino.com/au-brokenwood-graveyard-vineyard-shiraz/w/1867807?year=2004&price_id=2754328
19,2754348,Prodigal Grenache 2003,Kilikanoon,Red wine,4.0,52649,"oak, chocolate, vanilla",0,https://www.vivino.com/kilikanoon-wines-prodigal-grenache/w/56054?year=2003&price_id=2754348
20,2754350,Barolo Lecinquevigne 2007,Damilano,Red wine,4.1,97198,"leather, earthy, tar",0,https://www.vivino.com/damilano-barolo-lecinquevigne/w/84777?year=2007&price_id=2754350
21,2754351,Private Bin Cabernet Sauvignon 2001,Nederburg,Red wine,4.0,43739,"chocolate, coffee, oak",0,https://www.vivino.com/nederburg-estate-private-bin-cabernet-sauvignon/w/1160367?year=2001&price_id=2754351
22,2754355,Crianza Tinto 2009,Pago de Los Capellanes,Red wine,4.0,52649,"oak, vanilla, tobacco",0,https://www.vivino.com/pago-de-los-capellanes-crianza-tinto/w/16226?year=2009&price_id=2754355
23,2754366,G.A.M. Shiraz 2005,Mitolo,Red wine,4.2,85049,,0,https://www.vivino.com/mitolo-g-a-m-shiraz/w/79010?year=2005&price_id=2754366
24,2754401,Shiraz 2005,Shaw + Smith,Red wine,4.2,58724,"plum, blackberry, blueb...",0,https://www.vivino.com/shaw-smith-shiraz/w/31574?year=2005&price_id=2754401
25,2754417,Napa Valley Chardonnay 2005,Beringer,White wine,3.8,46777,,0,https://www.vivino.com/beringer-napa-valley-chardonnay/w/1142704?year=2005&price_id=2754417
26,2754423,Old Vine Grenache 2007,Kalleske,Red wine,4.3,129598,,0,https://www.vivino.com/kalleske-old-vine-grenache/w/16368?year=2007&price_id=2754423
27,2754431,Blocks Road Cabernet Sauvignon 2002,Kilikanoon,Red wine,3.8,56699,,0,https://www.vivino.com/kilikanoon-wines-blocks-road-cabernet-sauvignon/w/56044?year=2002&price_id=2754431
28,2754446,Alte Reben Spätburgunder 2003,Bernhard Huber,Red wine,4.3,76949,,0,https://www.vivino.com/bernhard-huber-alte-reben-spatburgunder/w/63914?year=2003&price_id=2754446
29,2754450,Cum Laude 2009,Banfi,Red wine,3.9,48599,,0,https://www.vivino.com/banfi-cum-laude/w/1631892?year=2009&price_id=2754450
30,2754462,Supremo 2008,Finca La Celia,Red wine,4.3,108538,,0,https://www.vivino.com/finca-la-celia-mendoza-supremo/w/57164?year=2008&price_id=2754462
31,2754468,Colli Della Toscana Centrale Il Sole di Alessandro 2005,Castello di Querceto,Red wine,4.4,141748,,0,https://www.vivino.com/castello-di-querceto-colli-della-toscana-centrale-il-sole-di-alessandro/w/1614485?year=2005&price_id=2754468
32,2754477,Founder's Collection Cabernet Sauvignon 2009,Undurraga,Red wine,4.1,88289,"oak, vanilla, chocolate",0,https://www.vivino.com/undurraga-founder-s-collection-cabernet-sauvignon/w/1130293?year=2009&price_id=2754477
33,2754481,Brunello di Montalcino 2001,Fattoria dei Barbi,Red wine,4.3,85049,,0,https://www.vivino.com/fattoria-dei-barbi-brunello-di-montalcino/w/54214?year=2001&price_id=2754481
34,2754487,Chardonnay 2006,Cloudy Bay,White wine,3.8,52649,,0,https://www.vivino.com/cloudy-bay-marlborough-chardonnay/w/18979?year=2006&price_id=2754487
35,2754499,Chianti Classico 2002,Carpineto,Red wine,3.7,36044,,0,https://www.vivino.com/carpineto-chianti-classico/w/6196?year=2002&price_id=2754499
36,2754503,Folly Syrah 2005,Montes,Red wine,4.5,129598,"blackberry, plum, black...",0,https://www.vivino.com/montes-casablanca-valley-folly-syrah/w/71264?year=2005&price_id=2754503
37,2754510,Old Vine Grenache 2010,Bethany,Red wine,3.8,52649,,0,https://www.vivino.com/bethany-old-vine-grenache/w/1252550?year=2010&price_id=2754510
38,2754517,Alfa Centauri Sauvignon Blanc 2009,O. Fournier,White wine,3.8,44549,,0,https://www.vivino.com/o-fournier-alfa-centauri-sauvignon-blanc/w/1207004?year=2009&price_id=2754517
39,2754522,Punto Final Reserva Malbec 2010,Renacer,Red wine,3.9,50624,"oak, vanilla, chocolate",0,https://www.vivino.com/renacer-punto-final-reserva-malbec/w/86838?year=2010&price_id=2754522
40,2754535,Enamore 2008,Renacer,Red wine,4.0,58724,"chocolate, oak, tobacco",0,https://www.vivino.com/renacer-enamore/w/86842?year=2008&price_id=2754535
41,2754551,Mendoza 2005,Cheval des Andes,Red wine,4.3,141748,,0,https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2005&price_id=2754551
42,2754557,The Ambrose Merlot 2003,Barratt,Red wine,3.8,58724,,0,https://www.vivino.com/barratt-the-ambrose-merlot/w/3111124?year=2003&price_id=2754557
43,2754564,Old Block Shiraz 2005,St Hallett,Red wine,4.4,121498,,0,https://www.vivino.com/st-hallett-barossa-old-block-shiraz/w/1784157?year=2005&price_id=2754564
44,2754568,Print Shiraz 2001,Mitchelton,Red wine,4.1,74924,"plum, blackberry, black...",0,https://www.vivino.com/mitchelton-print-shiraz/w/26514?year=2001&price_id=2754568
45,2754569,Sauvignon Blanc 2007,Cloudy Bay,White wine,4.1,48599,"citrus, grapefruit, lim...",0,https://www.vivino.com/cloudy-bay-marlborough-sauvignon-blanc/w/18978?year=2007&price_id=2754569
46,2754578,Merlot 2003,Swanson,Red wine,4.0,85049,"oak, chocolate, vanilla",0,https://www.vivino.com/swanson-vineyards-merlot/w/8346?year=2003&price_id=2754578
47,2754602,Moscato 2013,Chalk Hill,White wine,4.0,40499,"apricot, peach",0,https://www.vivino.com/chalk-hill-moscato/w/1118558?year=2013&price_id=2754602
48,2754609,Le Merle Blanc de Château Clarke Bordeaux Blanc 2013,Château Clarke,White wine,4.0,48599,"lemon, grapefruit, citr...",0,https://www.vivino.com/chateau-clarke-le-merle-blanc-de-chateau-clarke-bordeaux-blanc/w/2140736?year=2013&price_id=2754609
49,2754628,Print Shiraz 2002,Mitchelton,Red wine,4.0,74924,"plum, blackberry, black...",0,https://www.vivino.com/mitchelton-print-shiraz/w/26514?year=2002&price_id=2754628
50,2754633,Oracle Shiraz 2005,Kilikanoon,Red wine,4.2,121498,,0,https://www.vivino.com/kilikanoon-wines-oracle-shiraz/w/1796241?year=2005&price_id=2754633
51,2754642,Founders' Estate Chardonnay 2005,Beringer,White wine,3.7,39892,,0,https://www.vivino.com/beringer-founders-estate-chardonnay/w/1133291?year=2005&price_id=2754642
52,2754649,Single Vineyard Las Compuertas Malbec 2004,Terrazas de los Andes,Red wine,4.2,76949,,0,https://www.vivino.com/terrazas-de-los-andes-single-vineyard-las-compuertas-malbec/w/3478?year=2004&price_id=2754649
53,2754659,Ranchero Red 2010,Silver Buckle,Red wine,3.9,30375,,0,https://www.vivino.com/silver-buckle-ranchero-red/w/1499816?year=2010&price_id=2754659
54,2754677,Blecua Somontano 2002,Viñas del Vero,Red wine,3.9,141748,,0,https://www.vivino.com/vinas-del-vero-blecua-somontano/w/1215527?year=2002&price_id=2754677
55,2754692,Gran Corte 2007,Flechas de los Andes,Red wine,4.1,42524,"oak, vanilla, chocolate",0,https://www.vivino.com/ar-flechas-de-los-andes-gran-corte/w/1154129?year=2007&price_id=2754692
56,2754705,Baron Edmond 2002,Rupert & Rothschild,Red wine,4.3,83024,,0,https://www.vivino.com/rupert-and-rothschild-vignerons-baron-edmond/w/12440?year=2002&price_id=2754705
57,2804566,Sangiovese Riserva 2002,Umberto Cesari,Red wine,3.9,39689,"oak, vanilla, chocolate",0,https://www.vivino.com/umberto-cesari-sangiovese-riserva/w/1133875?year=2002&price_id=2804566
58,2804570,Reiver Shiraz 2005,Mitolo,Red wine,4.2,85049,,0,https://www.vivino.com/mitolo-reiver-shiraz/w/79012?year=2005&price_id=2804570
59,2804574,Foundation Shiraz 2000,Tatachilla,Red wine,4.0,100438,"chocolate, oak, vanilla",0,https://www.vivino.com/tatachilla-foundation-shiraz/w/74465?year=2000&price_id=2804574
60,2804581,Petite Sirah Reserve 2004,Eos Estate,Red wine,3.8,59534,,0,https://www.vivino.com/eos-estate-winery-petite-sirah-reserve/w/1212095?year=2004&price_id=2804581
61,2804582,La Solatia Chardonnay 1998,Ruffino,White wine,3.8,101248,,0,https://www.vivino.com/ruffino-la-solatia-chardonnay/w/1499586?year=1998&price_id=2804582
62,2804583,Barrel Select Malbec 2005,Bodega Norton,Red wine,3.8,19440,,0,https://www.vivino.com/bodega-norton-lujan-de-cuyo-barrel-select-malbec/w/1136013?year=2005&price_id=2804583
63,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,,0,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
64,2804596,Reliz Creek Pinot Noir 2005,Wente Vineyards,Red wine,3.8,42524,,0,https://www.vivino.com/wente-vineyards-reliz-creek-pinot-noir/w/1717?year=2005&price_id=2804596
65,2804597,Regional Selections Shiraz 2010,Handpicked,Red wine,3.9,62774,"plum, blackberry, black...",0,https://www.vivino.com/handpicked-regional-selections-shiraz/w/4315436?year=2010&price_id=2804597
66,2804598,Sovereign Reserve Cabernet Sauvignon 2006,Punters Corner,Red wine,4.0,101248,"oak, chocolate, vanilla",0,https://www.vivino.com/punters-corner-sovereign-reserve-cabernet-sauvignon/w/2030525?year=2006&price_id=2804598
67,2804599,Pinot Noir 2005,Gibbston Valley,Red wine,3.9,76949,"cherry, strawberry, ras...",0,https://www.vivino.com/gibbston-valley-pinot-noir/w/1142375?year=2005&price_id=2804599
68,2804610,Taurasi Radici 2000,Mastroberardino,Red wine,4.2,80999,,0,https://www.vivino.com/mastroberardino-taurasi-radici/w/9261?year=2000&price_id=2804610
69,2804616,Spiga Ribera del Duero 2004,O. Fournier,Red wine,4.0,60749,"oak, cedar, chocolate",0,https://www.vivino.com/o-fournier-spiga-ribera-del-duero/w/11393?year=2004&price_id=2804616
70,2804626,Alladio Langhe Nebbiolo 2004,Bera,Red wine,3.8,50624,,0,https://www.vivino.com/bera-alladio-langhe-nebbiolo/w/1157502?year=2004&price_id=2804626
71,2804630,ODA Negre 2006,Castell del Remei,Red wine,3.8,66824,,0,https://www.vivino.com/castell-del-remei-oda-negre/w/1615?year=2006&price_id=2804630
72,2804637,Shiraz Golden Triangle 2004,Stellenzicht,Red wine,4.0,38879,"oak, dark chocolate, va...",0,https://www.vivino.com/stellenzicht-shiraz-golden-triangle/w/22098?year=2004&price_id=2804637
73,2804642,Claret 2005,Skyside,Red wine,3.7,48599,,0,https://www.vivino.com/skyside-claret/w/8475?year=2005&price_id=2804642
74,2804646,Savitar Shiraz 2005,Mitolo,Red wine,4.4,113398,,0,https://www.vivino.com/mitolo-savitar-shiraz/w/79011?year=2005&price_id=2804646
75,2804660,Pietraforte Cabernet Sauvignon 1995,Carobbio,Red wine,4.2,70874,,0,https://www.vivino.com/carobbio-pietraforte-cabernet-sauvignon/w/1563208?year=1995&price_id=2804660
76,2804666,Vigna La Casina Chianti Classico Riserva 2005,Casina di Cornia,Red wine,4.0,80999,"oak, vanilla, tobacco",0,https://www.vivino.com/casina-di-cornia-vigna-la-casina-chianti-classico-riserva/w/2487461?year=2005&price_id=2804666
77,2804672,Barossa Shiraz 2010,St Hugo,Red wine,4.1,89099,"oak, chocolate, vanilla",0,https://www.vivino.com/st-hugo-barossa-shiraz/w/1268827?year=2010&price_id=2804672
78,2804682,Foundation Shiraz 2004,Tatachilla,Red wine,4.0,96388,"chocolate, oak, vanilla",0,https://www.vivino.com/tatachilla-foundation-shiraz/w/74465?year=2004&price_id=2804682
79,2804702,Bin 311 Chardonnay 2004,Penfolds,White wine,3.8,80999,,0,https://www.vivino.com/penfolds-south-australia-bin-311-chardonnay/w/1249?year=2004&price_id=2804702
80,2804731,Riserva Ducale Chianti Classico 2004,Ruffino,Red wine,3.8,68849,,0,https://www.vivino.com/ruffino-riserva-ducale-chianti-classico/w/1137925?year=2004&price_id=2804731
81,2804735,Pinot Noir 2003,Clos du Val,Red wine,4.0,97198,"raspberry, cherry, stra...",0,https://www.vivino.com/clos-du-val-pinot-noir/w/1487060?year=2003&price_id=2804735
82,2804746,Winemaker's Selection Cabernet Sauvignon - Syrah 2009,Aromo,Red wine,3.8,40499,,0,https://www.vivino.com/aromo-winemaker-s-selection-cabernet-sauvignon-syrah/w/1394493?year=2009&price_id=2804746
83,2804773,Enzo Bianchi Gran Cru 2002,Bodegas Bianchi,Red wine,4.4,145798,,0,https://www.vivino.com/bodegas-bianchi-enzo-bianchi-gran-cru/w/13810?year=2002&price_id=2804773
84,2804778,Longwood Cabernet Sauvignon 2008,Beaucanon,Red wine,3.9,60749,"blackberry, cassis, bla...",0,https://www.vivino.com/beaucanon-estate-longwood-cabernet-sauvignon/w/6769?year=2008&price_id=2804778
85,2804781,Zinfandel Sonoma Heritage Vines 2001,Rancho Zabaco,Red wine,3.8,48599,,0,https://www.vivino.com/rancho-zabaco-zinfandel-sonoma-heritage-vines/w/1822718?year=2001&price_id=2804781
86,2804786,Pinot Grigio 2006,Swanson,White wine,3.8,68039,,0,https://www.vivino.com/swanson-vineyards-pinot-grigio/w/3823740?year=2006&price_id=2804786
87,2804802,Wetmore Vineyard Cabernet Sauvignon 2004,Wente Vineyards,Red wine,4.0,42524,"oak, chocolate, vanilla",0,https://www.vivino.com/wente-vineyards-wetmore-vineyard-cabernet-sauvignon/w/1732398?year=2004&price_id=2804802
88,2804820,Carrascal 2000,Weinert,Red wine,3.9,20250,"oak, tobacco, chocolate",0,https://www.vivino.com/bodega-y-cavas-de-weinert-carrascal/w/2467?year=2000&price_id=2804820
89,2804838,Cabo de Hornos Special Reserve 2000,San Pedro,Red wine,4.2,129598,,0,https://www.vivino.com/san-pedro-central-valley-cabo-de-hornos-special-reserve/w/1222251?year=2000&price_id=2804838
90,2804847,Roland's Reserve Cabernet Sauvignon 2004,Seidelberg,Red wine,4.0,44549,"cigar, cigar box, cedar",0,https://www.vivino.com/seidelberg-wine-estate-roland-s-reserve-cabernet-sauvignon/w/1123611?year=2004&price_id=2804847
91,2804851,Soave Classico Colombara 2010,Zenato,White wine,3.7,32399,,0,https://www.vivino.com/zenato-soave-classico-colombara/w/1210722?year=2010&price_id=2804851
92,2804862,Barolo Sorano 2003,Ascheri,Red wine,4.0,147823,"leather, earthy, tar",0,https://www.vivino.com/cantine-ascheri-giacomo-barolo-sorano/w/15461?year=2003&price_id=2804862
93,2804865,Gavi 2006,Guasti Clemente,White wine,3.8,38272,,0,https://www.vivino.com/guasti-clemente-and-figli-gavi/w/1100724?year=2006&price_id=2804865
94,2804873,Pinot Noir 2006,Gibbston Valley,Red wine,3.9,72899,"cherry, strawberry, ras...",0,https://www.vivino.com/gibbston-valley-pinot-noir/w/1142375?year=2006&price_id=2804873
95,2804877,Molin Vecchio 1999,Carpineto,Red wine,4.0,132838,"tobacco, oak, chocolate",0,https://www.vivino.com/carpineto-molin-vecchio/w/2552319?year=1999&price_id=2804877
96,2804886,Taurasi Naturalis Historia 2000,Mastroberardino,Red wine,4.2,105298,,0,https://www.vivino.com/mastroberardino-taurasi-naturalis-historia/w/9253?year=2000&price_id=2804886
97,2804898,Mantello Sangiovese - Shiraz Toscana 2003,Sensi,Red wine,3.7,68039,,0,https://www.vivino.com/sensi-mantello-sangiovese-shiraz-toscana/w/84965?year=2003&price_id=2804898
98,2804901,Carmenère Limited Edition 2005,Perez Cruz,Red wine,4.1,31994,"oak, vanilla, chocolate",0,https://www.vivino.com/perez-cruz-maipo-valley-carmenere-limited-edition/w/1258079?year=2005&price_id=2804901
99,2804912,Frei Ranch Vineyard Cabernet Sauvignon 1997,Ernest & Julio Gallo,Red wine,3.9,56699,,0,https://www.vivino.com/ernest-julio-gallo-frei-ranch-vineyard-cabernet-sauvignon/w/1919990?year=1997&price_id=2804912
100,2804919,Pinot Blanc 2003,P. J. Valckenberg,White wine,3.8,24300,,0,https://www.vivino.com/pj-valckenberg-gmbh-pinot-blanc/w/2143166?year=2003&price_id=2804919
101,2804923,Gelblack Riesling Trocken 2006,Schloss Johannisberg,White wine,4.0,43739,"green apple, peach, app...",0,https://www.vivino.com/schloss-johannisberg-gelblack-riesling-trocken/w/2130558?year=2006&price_id=2804923
102,2804929,1810 Cabernet Sauvignon - Carmenère 2009,Casa Donoso,Red wine,3.9,68039,,0,https://www.vivino.com/donoso-eighteen-ten-cabernet-sauvignon-carmenere/w/15910?year=2009&price_id=2804929
103,2804934,Tenuta Valleselle Introl della Torre Merlot 2006,Tinazzi,Red wine,4.0,50624,"vanilla, chocolate, clo...",0,https://www.vivino.com/tinazzi-tenuta-valleselle-introl-della-torre-merlot/w/1138396?year=2006&price_id=2804934
104,2804954,Amarone della Valpolicella 2002,Folonari,Red wine,3.7,60749,,0,https://www.vivino.com/torcalvano-gracciano-amarone-della-valpolicella/w/1171804?year=2002&price_id=2804954
105,2804967,Scharzhofberger Riesling Kabinett 2002,Egon Müller - Scharzhof,White wine,4.4,76949,,0,https://www.vivino.com/egon-muller-scharzhof-scharzhofberger-riesling-kabinett/w/86685?year=2002&price_id=2804967
106,2804968,Calidonia Chianti Classico Riserva 2004,Bindi Sergardi,Red wine,4.0,72899,"cherry, red fruit, rasp...",0,https://www.vivino.com/bindi-sergardi-tuscany-calidonia-chianti-classico-riserva/w/21369?year=2004&price_id=2804968
107,2805019,Diamond Collection Syrah - Shiraz 2004,Francis Ford Coppola Winery,Red wine,3.8,46574,,0,https://www.vivino.com/francis-ford-coppola-winery-sonoma-county-diamond-collection-syrah-shiraz/w/6301?year=2004&price_id=2805019
108,2805027,Premiere Napa Valley Cabernet Sauvignon 2006,B Cellars,Red wine,4.6,72899,"vanilla, cedar, tobacco",0,https://www.vivino.com/b-cellars-premiere-napa-valley-cabernet-sauvignon/w/1649800?year=2006&price_id=2805027
109,2805029,Romitorio di Santedame Toscana 2000,Ruffino,Red wine,4.3,145798,,0,https://www.vivino.com/ruffino-romitorio-di-santedame-toscana/w/1168441?year=2000&price_id=2805029
110,2805033,Campofiorin Rosso Veronese 2004,Masi,Red wine,3.9,40499,,0,https://www.vivino.com/masi-veneto-masi-group-campofiorin-rosso-veronese/w/21948?year=2004&price_id=2805033
111,2805040,Shiraz 2003,Rock Bare,Red wine,3.9,42524,"oak, vanilla, chocolate",0,https://www.vivino.com/rock-bare-shiraz/w/1105827?year=2003&price_id=2805040
112,2805044,Secolare 2007,Montalpruno,Red wine,3.8,40499,,0,https://www.vivino.com/montalpruno-secolare/w/1845378?year=2007&price_id=2805044
113,2873628,Don Aldo Founder's Reserve 2009,Hugo Casanova,Red wine,3.8,60749,,0,https://www.vivino.com/hugo-casanova-don-aldo-founder-s-reserve/w/1216451?year=2009&price_id=2873628
114,2873630,Beckstoffer Vineyard X Cabernet Sauvignon 2001,Merryvale,Red wine,4.3,147823,,0,https://www.vivino.com/merryvale-vineyards-beckstoffer-vineyard-x-cabernet-sauvignon/w/1130233?year=2001&price_id=2873630
115,2873636,Barolo 2003,Guasti Clemente,Red wine,3.8,114816,,0,https://www.vivino.com/guasti-clemente-and-figli-barolo/w/1100721?year=2003&price_id=2873636
116,2873650,Pinot Noir 2001,Merryvale,Red wine,4.1,76949,"cherry, strawberry, red...",0,https://www.vivino.com/merryvale-vineyards-pinot-noir/w/3087?year=2001&price_id=2873650
117,2873654,Cabernet Sauvignon 2001,Merryvale,Red wine,4.2,72899,,0,https://www.vivino.com/merryvale-vineyards-cabernet-sauvignon/w/3089?year=2001&price_id=2873654
118,2873711,Capsico Rosso 2004,Cantina Zaccagnini,Red wine,4.1,72899,"vanilla, oak, chocolate",0,https://www.vivino.com/cantina-zaccagnini-capsico-rosso/w/1480?year=2004&price_id=2873711
119,2873720,Testardo Sangiovese - Cabernet Toscana 2003,Sensi,Red wine,3.8,63989,,0,https://www.vivino.com/sensi-testardo-sangiovese-cabernet-toscana/w/1381117?year=2003&price_id=2873720
120,2873727,Alfa Spiga Ribera del Duero 2003,O. Fournier,Red wine,4.4,101248,,0,https://www.vivino.com/o-fournier-alfa-spiga-ribera-del-duero/w/11391?year=2003&price_id=2873727
121,2873729,Gran Reserva Carignan 2002,Indomita,Red wine,3.7,49409,,0,https://www.vivino.com/indomita-gran-reserva-carignan/w/1228524?year=2002&price_id=2873729
122,2873730,CA2 Costa Carmenère 2011,TerraNoble,Red wine,4.0,101248,"chocolate, oak, vanilla",0,https://www.vivino.com/terranoble-ca2-costa-carmenere/w/1274994?year=2011&price_id=2873730
123,2873734,Don Aldo Founder's Reserve 2000,Hugo Casanova,Red wine,3.8,60749,,0,https://www.vivino.com/hugo-casanova-don-aldo-founder-s-reserve/w/1216451?year=2000&price_id=2873734
124,2873736,The Puzzle 2004,Newton,Red wine,4.3,129598,,0,https://www.vivino.com/newton-the-puzzle/w/2293707?year=2004&price_id=2873736
125,2873775,Frei Ranch Vineyard Zinfandel 2000,Ernest & Julio Gallo,Red wine,3.8,56699,,0,https://www.vivino.com/ernest-julio-gallo-frei-ranch-vineyard-zinfandel/w/1179589?year=2000&price_id=2873775
126,2873785,Centauri Red Blend 2008,O. Fournier,Red wine,4.1,48599,"oak, vanilla, tobacco",0,https://www.vivino.com/o-fournier-centauri-red-blend/w/1364866?year=2008&price_id=2873785
127,2873797,6 Vinyes de Laurona 2006,Celler Laurona,Red wine,4.0,72899,"cocoa, leather, roasted...",0,https://www.vivino.com/laurona-six-vinyes-de-laurona/w/79959?year=2006&price_id=2873797
128,2873816,Barbaresco 2000,Guasti Clemente,Red wine,3.9,89099,,0,https://www.vivino.com/guasti-clemente-and-figli-barbaresco/w/1216071?year=2000&price_id=2873816
129,2873831,Hilltop Cabernet Sauvignon 2009,J. Lohr Vineyards & Wines,Red wine,4.1,52649,"oak, vanilla, chocolate",0,https://www.vivino.com/j-lohr-vineyards-wines-hilltop-cabernet-sauvignon/w/4327?year=2009&price_id=2873831
130,2873862,Rabaja Barbaresco 1997,Michele Chiarlo,Red wine,4.3,93149,,0,https://www.vivino.com/michele-chiarlo-rabaja-barbaresco/w/2154854?year=1997&price_id=2873862
131,2873864,Simbiosi Toscana 2005,Bindi Sergardi,Red wine,4.1,104083,"plum, cassis, blackcurr...",0,https://www.vivino.com/bindi-sergardi-tuscany-simbiosi-toscana/w/2619541?year=2005&price_id=2873864
132,2873865,Origin Sauvignon Blanc 2013,Saint Clair Family Estate,White wine,4.1,54674,"citrus, grapefruit, lim...",0,https://www.vivino.com/saint-clair-family-estate-origin-sauvignon-blanc-marlborough/w/1884747?year=2013&price_id=2873865
133,2873867,Titan Shiraz 2010,Alpha Crucis,Red wine,4.0,80999,"blackberry, black fruit...",0,https://www.vivino.com/alpha-crucis-titan-shiraz/w/1515932?year=2010&price_id=2873867
134,2873874,Zinfandel 2004,Niebaum Coppola,Red wine,4.2,46574,,0,https://www.vivino.com/niebaum-coppola-zinfandel/w/1728137?year=2004&price_id=2873874
135,2873875,Reserva Old Vine Garnacha 2008,Duque de Medina,Red wine,3.9,50624,,0,https://www.vivino.com/duque-de-medina-reserva-old-vine-garnacha/w/1157620?year=2008&price_id=2873875
136,2894876,Stradivario Barbera d'Asti Superiore 1997,Bava,Red wine,4.2,131623,"leather, earthy, mushro...",0,https://www.vivino.com/bava-stradivario-barbera-d-asti-superiore/w/94074?year=1997&price_id=2894876
137,2894883,Private Collection Merlot 2003,Saxenburg,Red wine,4.0,40499,"chocolate, oak, mocha",0,https://www.vivino.com/saxenburg-private-collection-merlot/w/1216262?year=2003&price_id=2894883
138,2894885,B Crux Blend 2011,O. Fournier,Red wine,3.9,26325,"oak, chocolate, tobacco",0,https://www.vivino.com/o-fournier-b-crux-blend/w/11377?year=2011&price_id=2894885
139,2894895,Ultra Cabernet Sauvignon 2004,Kaiken,Red wine,4.1,36449,"oak, vanilla, chocolate",0,https://www.vivino.com/kaiken-lujan-de-cuyo-ultra-cabernet-sauvignon/w/71464?year=2004&price_id=2894895
140,2894897,Riva Ranch Chardonnay 2002,Wente Vineyards,White wine,4.0,42524,"butter, oak, vanilla",0,https://www.vivino.com/wente-vineyards-riva-ranch-chardonnay/w/1742845?year=2002&price_id=2894897
