,id,prod_name,winery,wine_type,score,price,flavor1,flavor2,prod_link
329,9184990,Sigillum Loliense Red 2011,Konyári,Red wine,4.0,84239,"blackberry, plum, black...",0,https://www.vivino.com/konyari-sigillum-loliense-red/w/1250568?year=2011&price_id=9184990
330,9185013,Evangelista Cabernet Franc 2009,Ikon,Red wine,4.1,80189,"oak, chocolate, vanilla",0,https://www.vivino.com/ikon-evangelista-cabernet-franc/w/1283551?year=2009&price_id=9185013
331,9185108,Secastilla 2004,Viñas del Vero,Red wine,4.0,64799,"oak, tobacco, chocolate",0,https://www.vivino.com/vinas-del-vero-secastilla/w/1158235?year=2004&price_id=9185108
332,9193895,Grádus Cuvée 2008,Sebestyén,Red wine,4.1,120688,"oak, tobacco, chocolate",0,https://www.vivino.com/sebestyen-gradus-cuvee/w/1282110?year=2008&price_id=9193895
333,9193897,Görögszói Merlot 2011,Sebestyén,Red wine,4.0,120688,"oak, coffee, vanilla",0,https://www.vivino.com/sebestyen-szekszardi-gorogszoi-merlot/w/3048403?year=2011&price_id=9193897
334,9233860,Nánai Kékfrankos 2011,Sebestyén,Red wine,3.8,72089,,0,https://www.vivino.com/sebestyen-szekszard-nanai-kekfrankos/w/4116568?year=2011&price_id=9233860
335,9353332,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,Château La Marzelle,Red wine,4.0,105298,"oak, vanilla, tobacco",0,https://www.vivino.com/scea-chateau-la-marzelle-saint-emilion-grand-cru-grand-cru-classe/w/1172667?year=2006&price_id=9353332
336,9353540,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,Château La Marzelle,Red wine,4.0,105298,"oak, vanilla, tobacco",0,https://www.vivino.com/scea-chateau-la-marzelle-saint-emilion-grand-cru-grand-cru-classe/w/1172667?year=2011&price_id=9353540
337,9353562,Riesling Relax 2004,Schmitt Söhne,White wine,3.8,21870,,0,https://www.vivino.com/schmitt-sohne-gmbh-weinkellerei-riesling-relax/w/14758?year=2004&price_id=9353562
338,9375777,Château Prieuré La Marzelle Saint-Émilion Grand Cru 2011,Château La Marzelle,Red wine,4.2,76949,,0,https://www.vivino.com/scea-chateau-la-marzelle-chateau-prieure-la-marzelle-saint-emilion-grand-cru/w/3907329?year=2011&price_id=9375777
339,9556401,Petite Sirah (Founder's) 2003,Concannon,Red wine,3.8,30375,,0,https://www.vivino.com/concannon-vineyard-petite-sirah-founder-s-san-fransicso-bay-red-wine/w/4254913?year=2003&price_id=9556401
340,9885736,Barolo 2006,Biancospino,Red wine,3.9,128788,,0,https://www.vivino.com/biancospino-barolo-barolo/w/1876658?year=2006&price_id=9885736
341,9885743,Cabernet Sauvignon 2013,Rutini,Red wine,4.2,68039,,0,https://www.vivino.com/rutini-mendoza-cabernet-sauvignon/w/1254019?year=2013&price_id=9885743
342,9901657,Homestead Series Pinotage 2014,Bellingham,Red wine,3.8,32399,,0,https://www.vivino.com/za-bellingham-homestead-series-pinotage/w/5087615?year=2014&price_id=9901657
343,10023571,Pinteivera Tinto 2012,Dos Lusíadas,Red wine,3.8,44549,,0,https://www.vivino.com/dos-lusiadas-pinteivera-tinto/w/1230458?year=2012&price_id=10023571
344,10066218,Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2012,Château de Ferrand,Red wine,3.8,60749,,0,https://www.vivino.com/chateau-de-ferrand-le-different-de-chateau-de-ferrand-saint-emilion-grand-cru/w/3158427?year=2012&price_id=10066218
345,10084550,Barbera d'Alba Conca Tre Pile 2008,Aldo Conterno,Red wine,4.1,83024,"oak, vanilla, tobacco",0,https://www.vivino.com/aldo-conterno-barbera-d-alba-conca-tre-pile/w/75324?year=2008&price_id=10084550
346,10084563,Château Haut Dambert Cuvée Clémence Bordeaux Rouge 2015,Buffeteau,Red wine,4.0,24300,"oak, chocolate, vanilla",0,https://www.vivino.com/buffeteau-chateau-haut-dambert-cuvee-clemence-bordeaux-rouge/w/3949243?year=2015&price_id=10084563
347,10084574,Gran Reserva Cabernet Sauvignon 2014,Master One,Red wine,3.8,48599,,0,https://www.vivino.com/master-one-gran-reserva-cabernet-sauvignon/w/4931544?year=2014&price_id=10084574
348,10084580,Limited Edition Cabernet Sauvignon 2013,Master One,Red wine,4.3,89099,,0,https://www.vivino.com/master-one-limited-edition-cabernet-sauvignon/w/5052142?year=2013&price_id=10084580
349,10282874,Les Princes Abbés Pinot Gris Alsace 2014,Domaines Schlumberger,White wine,3.8,38474,,0,https://www.vivino.com/domaines-schlumberger-les-princes-abbes-pinot-gris-alsace/w/12329?year=2014&price_id=10282874
350,10282882,Poggio a'Frati Chianti Classico Riserva 2011,Rocca di Castagnoli,Red wine,4.0,66824,"oak, tobacco, vanilla",0,https://www.vivino.com/rocca-di-castagnoli-poggio-a-frati-chianti-classico-riserva/w/1146100?year=2011&price_id=10282882
351,10352038,Pinot Grigio de Purcari 2014,Château Purcari,White wine,4.0,32399,"pear, green apple, appl...",0,https://www.vivino.com/chateau-purcari-md-south-eastern-pinot-grigio-de-purcari/w/3142523?year=2014&price_id=10352038
352,10373653,Gotim Bru 2014,Castell del Remei,Red wine,3.7,34424,,0,https://www.vivino.com/castell-del-remei-gotim-bru/w/1616?year=2014&price_id=10373653
353,10475342,Selección 2009,Mirador de Castilla,Red wine,3.8,26325,,0,https://www.vivino.com/mirador-de-castilla-seleccion/w/1676864?year=2009&price_id=10475342
354,10496196,Puisseguin-Saint-Émilion 2012,Château des Laurets,Red wine,3.7,42524,,0,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2012&price_id=10496196
355,10496214,Stone Cairn 2013,Andrew Januik,Red wine,4.5,89099,,0,https://www.vivino.com/andrew-januir-stone-cairn/w/2243780?year=2013&price_id=10496214
356,10655741,Stielle Gran Selezione Chianti Classico 2011,Rocca di Castagnoli,Red wine,4.0,98008,"oak, tobacco, cedar",0,https://www.vivino.com/rocca-di-castagnoli-stielle-gran-selezione-chianti-classico/w/3572025?year=2011&price_id=10655741
357,10888292,Bannockburn Pinot Noir 2015,Felton Road,Red wine,4.2,133829,,0,https://www.vivino.com/felton-road-bannockburn-pinot-noir/w/88318?year=2015&price_id=10888292
358,10940308,Madonna Kabinett 2004,P. J. Valckenberg,White wine,3.8,30375,,0,https://www.vivino.com/pj-valckenberg-gmbh-madonna-kabinett/w/65644?year=2004&price_id=10940308
359,11000453,Castillo Mayor Gran Reserva 1994,Ignacio Marin,Red wine,3.8,60749,,0,https://www.vivino.com/ignacio-marin-castillo-mayor-gran-reserva-red/w/2016982?year=1994&price_id=11000453
360,11056152,Sauvignon Blanc 500 2012,Von Winning,White wine,4.3,109308,,0,https://www.vivino.com/de-von-winning-sauvignon-blanc-500/w/2041250?year=2012&price_id=11056152
361,11295971,Verismo Pinot Noir 2012,Misha's Vineyard,Red wine,4.2,64576,,0,https://www.vivino.com/mishas-verismo-pinot-noir/w/2580080?year=2012&price_id=11295971
362,11859061,Cornish Point Pinot Noir 2016,Felton Road,Red wine,4.3,132272,,0,https://www.vivino.com/felton-road-cornish-point-pinot-noir/w/2054916?year=2016&price_id=11859061
363,12760383,St. Andrews Chardonnay 2013,Taylors / Wakefield,White wine,4.1,56294,"oak, butter, vanilla",0,https://www.vivino.com/taylors-wakefield-st-andrews-chardonnay/w/1379553?year=2013&price_id=12760383
364,12836635,Vieilles Vignes Châteauneuf-du-Pape 2005,Domaine Chante Cigale,Red wine,4.3,52649,,0,https://www.vivino.com/domaine-chante-cigale-vieilles-vignes-chateauneuf-du-pape/w/1496099?year=2005&price_id=12836635
365,13222230,Cabernet Sauvignon 2010,Chalk Hill,Red wine,4.4,61559,,0,https://www.vivino.com/chalk-hill-chalk-hill-cabernet-sauvignon/w/2046970?year=2010&price_id=13222230
366,13605679,Bannockburn Vineyard Pinot Noir 2016,Valli,Red wine,4.1,57573,"cherry, raspberry, red ...",0,https://www.vivino.com/valli-bannockburn-vineyard-pinot-noir/w/86089?year=2016&price_id=13605679
367,13809069,Gran Lurton Grande Reserve Cabernet Sauvignon 2005,François Lurton,Red wine,4.2,48599,,0,https://www.vivino.com/fr-francois-lurton-gran-lurton-grande-reserve-cabernet-sauvignon/w/1589290?year=2005&price_id=13809069
368,13984877,Terra Rossa Merlot 2001,Parker Coonawarra Estate,Red wine,3.9,64799,,0,https://www.vivino.com/parker-coonawarra-estate-terra-rossa-merlot/w/1100677?year=2001&price_id=13984877
369,14187782,Homage Syrah 2015,Trinity Hill,Red wine,4.3,127604,,0,https://www.vivino.com/trinity-hill-homage-syrah/w/17607?year=2015&price_id=14187782
370,14514691,High Altitude Vineyards Malbec 2006,Terrazas de los Andes,Red wine,4.2,22275,"oak, tobacco, chocolate",0,https://www.vivino.com/terrazas-de-los-andes-high-altitude-vineyards-malbec/w/2045286?year=2006&price_id=14514691
371,14539416,Sassella Valtellina Superiore 2002,Aldo Rainoldi,Red wine,3.7,50624,,0,https://www.vivino.com/aldo-rainoldi-sassella-valtellina-superiore/w/1259300?year=2002&price_id=14539416
372,14539424,Sfursat di Valtellina 2000,Aldo Rainoldi,Red wine,4.2,106311,,0,https://www.vivino.com/aldo-rainoldi-sfursat-di-valtellina/w/1259148?year=2000&price_id=14539424
373,14539449,Gran Reserva Merlot 2014,Carmen,Red wine,3.8,34424,,0,https://www.vivino.com/carmen-gran-reserva-merlot/w/1203117?year=2014&price_id=14539449
374,14539543,Wallace (Shiraz - Grenache) 2006,Glaetzer,Red wine,4.0,40499,"blackberry, plum, black...",0,https://www.vivino.com/glaetzer-wallace-shiraz-grenache/w/79378?year=2006&price_id=14539543
375,14539606,Tazzelenghe 2001,Dorigo,Red wine,4.1,85049,"balsamic, earthy, leath...",0,https://www.vivino.com/alessio-dorigo-tazzelenghe/w/96463?year=2001&price_id=14539606
376,14539665,Diamond Label Shiraz 2004,Rosemount,Red wine,3.8,29970,,0,https://www.vivino.com/rosemount-diamond-label-shiraz/w/67884?year=2004&price_id=14539665
377,14539674,Ruppertsberger Reiterpfad Riesling 2015,Von Winning,White wine,4.1,64758,"minerals, stone, honey",0,https://www.vivino.com/de-von-winning-ruppertsberger-reiterpfad-riesling/w/1577058?year=2015&price_id=14539674
378,14539680,Grumello Valtellina Superiore 2001,Aldo Rainoldi,Red wine,3.8,40499,,0,https://www.vivino.com/aldo-rainoldi-grumello-valtellina-superiore/w/1713324?year=2001&price_id=14539680
379,14539697,Chardonnay Unfiltered 2005,Newton,White wine,3.8,97198,,0,https://www.vivino.com/newton-chardonnay-unfiltered/w/1618879?year=2005&price_id=14539697
380,14539894,Sauvignon Blanc 2008,Coopers Creek,White wine,3.8,34019,,0,https://www.vivino.com/coopers-creek-sauvignon-blanc/w/36814?year=2008&price_id=14539894
381,14540176,Chardonnay 2000,Dorigo,White wine,4.0,101248,"butter, oak, vanilla",0,https://www.vivino.com/alessio-dorigo-chardonnay/w/83981?year=2000&price_id=14540176
382,14540460,Single Vineyard Series McLaren Vines Vineyard Shiraz - Grenache 2006,Rosemount,Red wine,3.9,22275,,0,https://www.vivino.com/rosemount-single-vineyard-series-mclaren-vines-vineyard-shiraz-grenache/w/1991680?year=2006&price_id=14540460
383,14540485,Privada Family Blend 2005,Bodega Norton,Red wine,3.9,72899,,0,https://www.vivino.com/bodega-norton-lujan-de-cuyo-privada-family-blend/w/3208?year=2005&price_id=14540485
384,14540503,Serpico Cabernet Sauvignon 2005,Mitolo,Red wine,3.9,101248,,0,https://www.vivino.com/mitolo-serpico-cabernet-sauvignon/w/79013?year=2005&price_id=14540503
385,14540549,Diamond Label Traminer - Riesling 2004,Rosemount,White wine,3.8,22275,,0,https://www.vivino.com/rosemount-diamond-label-traminer-riesling/w/67844?year=2004&price_id=14540549
386,14540591,Santa Cecilia Nero d'Avola 2001,Planeta,Red wine,3.8,68039,,0,https://www.vivino.com/planeta-santa-cecilia-nero-d-avola/w/5002?year=2001&price_id=14540591
387,14540610,To Kalon Vineyard Reserve Fumé Blanc 2007,Robert Mondavi Winery,White wine,4.1,91529,"oak, butter, vanilla",0,https://www.vivino.com/robert-mondavi-winery-to-kalon-vineyard-reserve-fume-blanc/w/2439?year=2007&price_id=14540610
388,14540645,Campo Ai Sassi Rosso di Montalcino 2004,Tenuta CastelGiocondo,Red wine,4.0,51839,"cherry, raspberry, red ...",0,https://www.vivino.com/tenuta-castelgiocondo-tuscany-campo-ai-sassi-rosso-di-montalcino-rosso-di-montalcino/w/20993?year=2004&price_id=14540645
389,14540737,Inmácula 2013,Bodega Tandem,White wine,3.8,47789,,0,https://www.vivino.com/bodega-tandem-inmacula/w/1918373?year=2013&price_id=14540737
390,14540742,Sandstone Merlot 2005,Wente Vineyards,Red wine,3.8,27540,,0,https://www.vivino.com/wente-vineyards-sandstone-merlot/w/1856037?year=2005&price_id=14540742
391,14540780,San Clemente Montepulciano d'Abruzzo  Terre di Casauria Riserva 2006,Cantina Zaccagnini,Red wine,4.2,101248,,0,https://www.vivino.com/cantina-zaccagnini-san-clemente-montepulciano-d-abruzzo-terre-di-casauria-riserva/w/2699?year=2006&price_id=14540780
392,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,,0,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
393,14540841,Riesling 2013,Norman Hardie,White wine,3.9,51839,"green apple, apple, pea...",0,https://www.vivino.com/norman-hardie-riesling/w/2413981?year=2013&price_id=14540841
394,14540977,Bin 8 Cabernet - Shiraz 2003,Penfolds,Red wine,4.0,40094,"oak, vanilla, chocolate",0,https://www.vivino.com/penfolds-south-australia-bin-8-cabernet-shiraz/w/1251?year=2003&price_id=14540977
395,14540993,Réserve des Chartrons Lussac-Saint-Émilion 2003,Arnozan,Red wine,3.9,22275,"plum, blackberry, black...",0,https://www.vivino.com/arnozan-reserve-des-chartrons-lussacsaint-emilion/w/2109499?year=2003&price_id=14540993
396,14541138,Altkirch Chardonnay 2005,Colterenzio (Schreckbichl),White wine,3.7,39689,,0,https://www.vivino.com/colterenzio-schreckbichl-alto-adige-altkirch-chardonnay/w/11208?year=2005&price_id=14541138
397,14541181,Winemaker Series Dijon Clone Chardonnay 2007,Stag's Leap Wine Cellars,White wine,3.9,68849,,0,https://www.vivino.com/stag-s-leap-wine-cellars-winemaker-series-dijon-clone-chardonnay/w/2420499?year=2007&price_id=14541181
398,14541204,Chianti Classico 2013,Fonterutoli,Red wine,3.8,76949,,0,https://www.vivino.com/fonterutoli-chianti-classico/w/1130130?year=2013&price_id=14541204
399,14541256,Riesling Kabinett Trocken 2005,Joh. Jos. Prüm,White wine,4.0,71279,"apple, apricot, stone f...",0,https://www.vivino.com/joh-jos-prum-riesling-kabinett-trocken/w/2483978?year=2005&price_id=14541256
400,14541295,San Lorenzo Rosso Conero 2008,Umani Ronchi,Red wine,3.7,35639,,0,https://www.vivino.com/umani-ronchi-san-lorenzo-rosso-conero/w/3502?year=2008&price_id=14541295
401,14541483,Chianti Classico 2006,Coltibuono,Red wine,3.8,51029,,0,https://www.vivino.com/badia-a-coltibuono-chianti-classico/w/6279?year=2006&price_id=14541483
402,14541519,Monthélie Premier Cru Les Duresses 2011,Bouchard Père & Fils,Red wine,4.0,91124,"cherry, red fruit, stra...",0,https://www.vivino.com/bouchard-pere-and-fils-monthelie-premier-cru-les-duresses/w/73256?year=2011&price_id=14541519
403,14541551,Sito dell'Ulmo Merlot 2002,Planeta,Red wine,3.8,68039,,0,https://www.vivino.com/planeta-sito-dell-ulmo-merlot/w/1904616?year=2002&price_id=14541551
404,14541575,Reserve Chardonnay 2000,Robert Mondavi Winery,White wine,4.0,91529,"oak, butter, vanilla",0,https://www.vivino.com/robert-mondavi-winery-reserve-chardonnay/w/2441?year=2000&price_id=14541575
405,14541600,Pinot Noir 2013,Robert Mondavi Winery,Red wine,3.8,89099,,0,https://www.vivino.com/robert-mondavi-winery-pinot-noir-los-carneros/w/2423?year=2013&price_id=14541600
406,14541724,Cabernet Sauvignon 2009,Forefront,Red wine,3.9,58724,,0,https://www.vivino.com/forefront-cabernet-sauvignon/w/2306497?year=2009&price_id=14541724
407,14541731,Lacryma Christi del Vesuvio Rosso 2006,Mastroberardino,Red wine,3.9,44549,,0,https://www.vivino.com/mastroberardino-lacryma-christi-del-vesuvio-rosso/w/9658?year=2006&price_id=14541731
408,14541803,Vintner's Collection Cabernet Sauvignon 2014,Sterling Vineyards,Red wine,3.7,36449,,0,https://www.vivino.com/sterling-vineyards-vintner-s-collection-cabernet-sauvignon/w/1136087?year=2014&price_id=14541803
409,14541839,Director's Cut Shiraz 2005,Heartland,Red wine,4.3,54674,,0,https://www.vivino.com/heartland-wines-pty-ltd-director-s-cut-shiraz/w/2042?year=2005&price_id=14541839
410,14541851,Chardonnay 2005,Skyside,White wine,4.0,48599,"oak, butter, vanilla",0,https://www.vivino.com/skyside-chardonnay/w/1689731?year=2005&price_id=14541851
411,14541866,Sauvignon Blanc II 2015,Von Winning,White wine,3.9,48559,,0,https://www.vivino.com/de-von-winning-sauvignon-blanc-ii/w/2412168?year=2015&price_id=14541866
412,14541873,Brunello di Montalcino 2010,Donatella Cinelli Colombini,Red wine,4.3,123523,,0,https://www.vivino.com/donatella-cinelli-colombini-brunello-di-montalcino/w/1171483?year=2010&price_id=14541873
413,14541891,Ungeheuer GG 2015,Von Winning,White wine,4.3,93108,,0,https://www.vivino.com/de-von-winning-ungeheuer-gg/w/2639855?year=2015&price_id=14541891
414,14541916,Chianti Classico Riserva 2005,Coltibuono,Red wine,3.9,85049,,0,https://www.vivino.com/badia-a-coltibuono-chianti-classico-riserva/w/6281?year=2005&price_id=14541916
415,14541917,Napa Valley Cabernet Sauvignon 2004,Beaulieu Vineyard (BV),Red wine,4.0,68039,"oak, chocolate, vanilla",0,https://www.vivino.com/beaulieu-vineyard-napa-valley-cabernet-sauvignon/w/1133793?year=2004&price_id=14541917
416,14541978,Bussiador 2013,Aldo Conterno,White wine,4.2,135673,,0,https://www.vivino.com/aldo-conterno-bussiador/w/1407984?year=2013&price_id=14541978
417,14542020,Brunello di Montalcino 2011,Fuligni,Red wine,4.3,127573,,0,https://www.vivino.com/eredi-fuligni-brunello-di-montalcino/w/23271?year=2011&price_id=14542020
418,14549790,Castillon - Côtes de Bordeaux 2006,Clos de la Vieille Eglise,Red wine,3.8,72899,,0,https://www.vivino.com/clos-de-la-vieille-eglise-castillon-cotes-de-bordeaux/w/1416680?year=2006&price_id=14549790
419,14549801,Royal Mukuzani Special Collection Red Dry 2009,Kakhetian Traditional Winemaking,Red wine,3.9,105298,"oak, tobacco, clove",0,https://www.vivino.com/kakhetian-traditional-winemaking-royal-mukuzani-special-collection/w/4986113?year=2009&price_id=14549801
420,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,,0,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
421,14549842,Chablis 2012,Domaine William Fèvre,White wine,3.8,58724,,0,https://www.vivino.com/domaine-william-fevre-chablis/w/7255299?year=2012&price_id=14549842
422,14549859,Grand Reserve Cabernet Sauvignon 2003,Kendall-Jackson,Red wine,3.9,76949,"oak, vanilla, chocolate",0,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2003&price_id=14549859
423,14549866,Grand Reserve Chardonnay 2004,Kendall-Jackson,White wine,3.8,56699,,0,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2004&price_id=14549866
424,14549867,Sauvignon Blanc Klassik 2009,Peter Skoff,White wine,3.8,48599,,0,https://www.vivino.com/peter-skoff-sauvignon-blanc-klassik-sudsteiermark/w/3143624?year=2009&price_id=14549867
425,14549868,Castillo Ygay Gran Reserva Especial Blanco 1998,Marqués de Murrieta,White wine,4.6,64799,"oak, vanilla, caramel",0,https://www.vivino.com/marques-de-murrieta-castillo-ygay-gran-reserva-especial-blanco/w/5177761?year=1998&price_id=14549868
426,14549873,Graacher Himmelreich Riesling Spätlese 2005,Joh. Jos. Prüm,White wine,4.2,113398,"peach, apple, apricot",0,https://www.vivino.com/joh-jos-prum-graacher-himmelreich-riesling-spatlese/w/1480361?year=2005&price_id=14549873
427,14549896,Cuvée Ensorceleuse Saint-Amour 2004,Pierre Ferraud & Fils,Red wine,3.8,29160,,0,https://www.vivino.com/p-ferraud-and-fils-saint-amour-cuvee-ensorceleuse/w/1455750?year=2004&price_id=14549896
428,14549897,Howell Mountain Red 2013,Duckhorn,Red wine,4.2,72899,"oak, vanilla, chocolate",0,https://www.vivino.com/duckhorn-howell-mountain-red/w/1128397?year=2013&price_id=14549897
429,14549911,Malbec D.O.C. 2007,Bodega Norton,Red wine,3.8,19440,,0,https://www.vivino.com/bodega-norton-lujan-de-cuyo-malbec-d-o-c/w/2524646?year=2007&price_id=14549911
430,14549918,Haut-Médoc 2013,Château Moulin de Blanchon,Red wine,3.9,39689,,0,https://www.vivino.com/moulin-de-blanchon-haut-medoc/w/1111886?year=2013&price_id=14549918
431,14549930,Moma Rosso 2004,Umberto Cesari,Red wine,3.8,34424,,0,https://www.vivino.com/umberto-cesari-moma-rosso/w/1133878?year=2004&price_id=14549930
432,14549938,Castillon - Côtes de Bordeaux 2003,Clos de la Vieille Eglise,Red wine,3.8,24300,,0,https://www.vivino.com/clos-de-la-vieille-eglise-castillon-cotes-de-bordeaux/w/1416680?year=2003&price_id=14549938
433,14549942,Shiraz 2010,Stonefish,Red wine,3.8,63179,,0,https://www.vivino.com/stonefish-shiraz/w/1158635?year=2010&price_id=14549942
434,14549957,Châteauneuf-du-Pape Cuvée de La Reine Jeanne 2005,Ogier,Red wine,3.8,72899,,0,https://www.vivino.com/ogier-chateauneuf-du-pape-cuvee-de-la-reine-jeanne/w/1188970?year=2005&price_id=14549957
435,14549970,Calidonia Chianti Classico Riserva 2005,Bindi Sergardi,Red wine,4.0,59129,"cherry, red fruit, rasp...",0,https://www.vivino.com/bindi-sergardi-tuscany-calidonia-chianti-classico-riserva/w/21369?year=2005&price_id=14549970
436,14549972,Chardonnay 2001,Gallo Signature Series,White wine,3.9,56699,,0,https://www.vivino.com/gallo-signature-series-chardonnay/w/1196226?year=2001&price_id=14549972
437,14549984,Triple Crown 2006,Punters Corner,Red wine,3.9,60749,,0,https://www.vivino.com/punters-corner-triple-crown/w/1236074?year=2006&price_id=14549984
438,14549989,Limited Release Red 2005,Graffigna,Red wine,3.8,23490,,0,https://www.vivino.com/graffigna-limited-release-red-d2307/w/1311542?year=2005&price_id=14549989
439,14550043,Carrascal 2002,Weinert,Red wine,3.9,19845,"oak, tobacco, chocolate",0,https://www.vivino.com/bodega-y-cavas-de-weinert-carrascal/w/2467?year=2002&price_id=14550043
440,14550058,Colli Della Toscana Centrale Cignale 2006,Castello di Querceto,Red wine,4.4,129598,,0,https://www.vivino.com/castello-di-querceto-colli-della-toscana-centrale-cignale/w/15627?year=2006&price_id=14550058
441,14550070,Montepulciano d'Abruzzo 2013,Masciarelli,Red wine,3.7,36449,,0,https://www.vivino.com/masciarelli-abruzzo-montepulciano-d-abruzzo/w/93061?year=2013&price_id=14550070
442,14550095,Castillon - Côtes de Bordeaux 2004,Clos de la Vieille Eglise,Red wine,3.8,48599,,0,https://www.vivino.com/clos-de-la-vieille-eglise-castillon-cotes-de-bordeaux/w/1416680?year=2004&price_id=14550095
443,14550142,Mingre Assemblage Premium 2004,J. Bouchon,Red wine,4.3,72899,,0,https://www.vivino.com/j-bouchon-mingre-assemblage-premium/w/5107652?year=2004&price_id=14550142
444,14550154,Red Blend 2002,Nico Van Der Merwe,Red wine,4.1,36449,"oak, cedar, cigar box",0,https://www.vivino.com/nico-van-der-merwe-red-blend/w/2394768?year=2002&price_id=14550154
445,14550159,Traveller's Riesling 2014,Nomad at Hinterbrook,White wine,4.3,76908,,0,https://www.vivino.com/nomad-at-hinterbrook-traveller-s-riesling/w/4896036?year=2014&price_id=14550159
446,14550164,Le Argille Cabernet di Cabernet 1947,47 Anno Domini,Red wine,4.4,89099,,0,https://www.vivino.com/fortyseven-anno-domini-le-argille-cabernet-di-cabernet/w/4134168?year=1947&price_id=14550164
447,14550165,Barolo Cascina Nuova 2006,Elvio Cogno,Red wine,4.0,113398,"leather, earthy, tar",0,https://www.vivino.com/elvio-cogno-barolo-cascina-nuova/w/21058?year=2006&price_id=14550165
448,14550170,Clos de la Vieille Eglise Pomerol 2004,Jean-Louis Trocard,Red wine,4.2,80999,,0,https://www.vivino.com/jean-louis-trocard-clos-de-la-vieille-eglise-pomerol-pomerol/w/1101197?year=2004&price_id=14550170
449,14550188,Bordeaux Supérieur 2004,Château de Brague,Red wine,3.7,23490,,0,https://www.vivino.com/de-brague-bordeaux-superieur/w/1172997?year=2004&price_id=14550188
450,14550209,Pomerol 2002,Jean-Pierre Moueix,Red wine,3.9,64799,"oak, vanilla, tobacco",0,https://www.vivino.com/fr-jean-pierre-moueix-pomerol/w/83439?year=2002&price_id=14550209
451,14550225,Clos de la Vieille Eglise Pomerol 2009,Jean-Louis Trocard,Red wine,4.2,26325,,0,https://www.vivino.com/jean-louis-trocard-clos-de-la-vieille-eglise-pomerol-pomerol/w/1101197?year=2009&price_id=14550225
452,14550291,Wehlener Sonnenuhr Riesling Kabinett 2004,Joh. Jos. Prüm,White wine,3.9,80999,,0,https://www.vivino.com/joh-jos-prum-wehlener-sonnenuhr-riesling-kabinett/w/1208450?year=2004&price_id=14550291
453,14550305,Coteaux Bourguignons 2001,Pierre Ferraud & Fils,Red wine,3.8,35639,,0,https://www.vivino.com/p-ferraud-and-fils-coteaux-bourgogne/w/4206963?year=2001&price_id=14550305
454,14550313,Vento di Langa 2011,Biancospino,Red wine,4.0,59939,,0,https://www.vivino.com/biancospino-vento-di-langa/w/2117130?year=2011&price_id=14550313
455,14550315,Raboso 1947,47 Anno Domini,Red wine,3.8,52649,,0,https://www.vivino.com/fortyseven-anno-domini-raboso/w/86763?year=1947&price_id=14550315
456,14550341,Graacher Himmelreich Riesling Kabinett 2004,Joh. Jos. Prüm,White wine,4.1,80999,"peach, apple, pear",0,https://www.vivino.com/joh-jos-prum-graacher-himmelreich-riesling-kabinett/w/1604769?year=2004&price_id=14550341
457,14550346,Stags Leap District Cabernet Sauvignon 2000,Cliff Lede,Red wine,4.4,138710,,0,https://www.vivino.com/cliff-lede-vineyards-stags-leap-district-cabernet-sauvignon/w/1644035?year=2000&price_id=14550346
458,14650360,Cabernet Sauvignon Reserva 2010,Perez Cruz,Red wine,3.7,26325,,0,https://www.vivino.com/perez-cruz-maipo-valley-cabernet-sauvignon-reserva/w/1129285?year=2010&price_id=14650360
459,14650374,Mamre Brook Shiraz 2006,Saltram,Red wine,3.8,58724,,0,https://www.vivino.com/saltram-mamre-brook-shiraz/w/64174?year=2006&price_id=14650374
460,14650375,Cabernet Franc - Merlot Mas Irene 2010,Parés Baltà,Red wine,3.9,85049,,0,https://www.vivino.com/pares-balta-cabernet-franc-merlot-mas-irene/w/1989615?year=2010&price_id=14650375
461,14650381,Barolo Ceretta di Perno 2003,Sordo,Red wine,4.1,95173,"cherry, strawberry, ras...",0,https://www.vivino.com/sordo-barolo-ceretta-di-perno/w/1607907?year=2003&price_id=14650381
462,14650382,Montes Alpha Cabernet Sauvignon 2007,Montes,Red wine,3.9,39689,"oak, vanilla, tobacco",0,https://www.vivino.com/montes-casablanca-valley-montes-alpha-cabernet-sauvignon/w/71294?year=2007&price_id=14650382
463,14650383,Woodhenge Shiraz 2014,Wirra Wirra,Red wine,3.9,58724,,0,https://www.vivino.com/wirra-wirra-mclaren-vale-woodhenge-shiraz/w/1829715?year=2014&price_id=14650383
