,ID,제품명,와이너리,종류,평점,가격,노트,노트2,상세
710,15446460,Sauvignon Blanc 2016,Kim Crawford,White wine,4.0,46574,"citrus, grapefruit, lem...",,https://www.vivino.com/kim-crawford-marlborough-sauvignon-blanc/w/66534?year=2016&price_id=15446460
711,21493612,Sauvignon Blanc 2019,Oyster Bay,White wine,4.0,65000,"citrus, grapefruit, lem...",,https://www.vivino.com/oyster-bay-sauvignon-blanc/w/9530?year=2019&price_id=21493612
712,21493637,Villa Antinori Chianti Classico Riserva 2015,Antinori,Red wine,4.0,60000,"oak, tobacco, vanilla",,https://www.vivino.com/antinori-tuscany-marchesi-antinori-villa-antinori-chianti-classico-riserva/w/1143960?year=2015&price_id=21493637
713,24530157,Riesling Kabinett Blue Slate 2009,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2009&price_id=24530157
714,24530158,Riesling Kabinett Blue Slate 2010,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2010&price_id=24530158
715,2895094,Farnito Cabernet Sauvignon Toscana 2000,Carpineto,Red wine,4.0,56699,"oak, tobacco, vanilla",,https://www.vivino.com/carpineto-farnito-cabernet-sauvignon-toscana/w/6206?year=2000&price_id=2895094
716,24530124,Rosso Veneto 2015,Gran Passione,Red wine,4.0,80000,"oak, vanilla, chocolate",,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2015&price_id=24530124
717,2895210,Malbec 1997,Weinert,Red wine,4.0,23490,"oak, tobacco, vanilla",,https://www.vivino.com/bodega-y-cavas-de-weinert-malbec/w/2472?year=1997&price_id=2895210
718,2754167,Sauvignon Blanc 2007,Shaw + Smith,White wine,4.0,39689,"citrus, lime, grapefrui...",,https://www.vivino.com/shaw-smith-sauvignon-blanc/w/31554?year=2007&price_id=2754167
719,27171872,Rioja Reserva 2014,Beronia,Red wine,4.0,51839,"oak, vanilla, chocolate",,https://www.vivino.com/beronia-rioja-rioja-reserva/w/1164695?year=2014&price_id=27171872
720,2754247,M3 Chardonnay 2006,Shaw + Smith,White wine,4.0,54674,"oak, butter, vanilla",,https://www.vivino.com/shaw-smith-m3-chardonnay/w/31564?year=2006&price_id=2754247
721,21493691,Villa Antinori Toscana Bianco 2018,Antinori,White wine,4.0,34000,"citrus, lemon, grapefru...",,https://www.vivino.com/antinori-tuscany-marchesi-antinori-villa-antinori-toscana-bianco/w/59894?year=2018&price_id=21493691
722,7953588,Grande Cuvée Chablis 1er Cru 2003,La Chablisienne,White wine,4.0,40094,"minerals, honey, stone",,https://www.vivino.com/la-chablisienne-grande-cuvee-chablis-1er-cru/w/1711342?year=2003&price_id=7953588
723,19160024,Reserva 2014,Marqués de Cáceres,Red wine,4.0,52649,"oak, vanilla, tobacco",,https://www.vivino.com/marques-de-caceres-reserva/w/10249?year=2014&price_id=19160024
724,21723289,Rosso Veneto 2016,Gran Passione,Red wine,4.0,80000,"oak, vanilla, chocolate",,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2016&price_id=21723289
725,5109478,Ribera del Duero 2011,Emilio Moro,Red wine,4.0,66824,"oak, vanilla, tobacco",,https://www.vivino.com/emilio-moro-ribera-del-duero-ribera-del-duero/w/1386686?year=2011&price_id=5109478
726,23466050,Lucente 2017,Tenuta Luce,Red wine,4.0,150000,"oak, vanilla, chocolate",,https://www.vivino.com/tenuta-luce-lucente/w/83596?year=2017&price_id=23466050
727,28232812,Southern Hills Cabernet Sauvignon 2018,Wente Vineyards,Red wine,4.0,36044,"plum, black cherry, bla...",,https://www.vivino.com/wente-vineyards-southern-hills-cabernet-sauvignon/w/1724275?year=2018&price_id=28232812
728,23466046,Lucente 2015,Tenuta Luce,Red wine,4.0,150000,"oak, vanilla, chocolate",,https://www.vivino.com/tenuta-luce-lucente/w/83596?year=2015&price_id=23466046
729,24530125,Rosso Veneto 2017,Gran Passione,Red wine,4.0,80000,"oak, vanilla, chocolate",,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2017&price_id=24530125
730,22675081,Cabernet Sauvignon 2000,Weinert,Red wine,4.0,27945,"oak, tobacco, vanilla",,https://www.vivino.com/bodega-y-cavas-de-weinert-cabernet-sauvignon/w/2469?year=2000&price_id=22675081
731,22675080,Cabernet Sauvignon 1997,Weinert,Red wine,4.0,27945,"oak, tobacco, vanilla",,https://www.vivino.com/bodega-y-cavas-de-weinert-cabernet-sauvignon/w/2469?year=1997&price_id=22675080
732,26898371,Unánime Chardonnay 2015,Mascota Vineyards,White wine,4.0,120000,"oak, butter, vanilla",,https://www.vivino.com/mascota-vineyards-mendoza-unanime-chardonnay-mendoza/w/5600664?year=2015&price_id=26898371
733,23467538,Barolo 2013,Prunotto,Red wine,4.0,150000,"cherry, strawberry, red...",,https://www.vivino.com/prunotto-barolo/w/61134?year=2013&price_id=23467538
734,22697485,Vino Nobile di Montepulciano 2017,La Braccesca,Red wine,4.0,23520,"oak, vanilla, tobacco",,https://www.vivino.com/la-braccesca-vino-nobile-di-montepulciano/w/1669?year=2017&price_id=22697485
735,7944134,Saint-Émilion Grand Cru 2005,Château Montlabert,Red wine,4.0,80999,"tobacco, oak, chocolate",,https://www.vivino.com/fr-chateau-montlabert-saint-emilion-grand-cru/w/1147693?year=2005&price_id=7944134
736,21493627,Rosso Veneto 2018,Gran Passione,Red wine,4.0,80000,"oak, vanilla, chocolate",,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2018&price_id=21493627
737,2754578,Merlot 2003,Swanson,Red wine,4.0,85049,"oak, chocolate, vanilla",,https://www.vivino.com/swanson-vineyards-merlot/w/8346?year=2003&price_id=2754578
738,2804735,Pinot Noir 2003,Clos du Val,Red wine,4.0,97198,"raspberry, cherry, stra...",,https://www.vivino.com/clos-du-val-pinot-noir/w/1487060?year=2003&price_id=2804735
739,21493647,Malbec 2018,BenMarco,Red wine,4.0,50000,"blackberry, plum, dark ...",,https://www.vivino.com/benmarco-malbec/w/86730?year=2018&price_id=21493647
740,25130548,"X, SJP Sauvignon Blanc 2019",Invivo,White wine,4.0,35000,"grapefruit, citrus, lem...",,https://www.vivino.com/invivo-x-sjp-sauvignon-blanc/w/7526543?year=2019&price_id=25130548
741,17899608,Signature Malbec 2016,Susana Balbo,Red wine,4.0,56699,"blackberry, plum, blueb...",,https://www.vivino.com/susana-balbo-signature-malbec/w/86737?year=2016&price_id=17899608
742,30003959,La Petite Grace Pinot Noir 2018,Diora,Red wine,4.0,80000,"vanilla, oak, chocolate",,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2018&price_id=30003959
743,17899606,Max's Shiraz - Cabernet 2016,Penfolds,Red wine,4.0,64799,"blackberry, plum, dark ...",,https://www.vivino.com/penfolds-south-australia-max-s-shiraz-cabernet-south-australia/w/4379150?year=2016&price_id=17899606
744,24159855,Unánime Gran Vino Tinto 2012,Mascota Vineyards,Red wine,4.0,120000,"oak, chocolate, tobacco",,https://www.vivino.com/mascota-vineyards-mendoza-unanime-gran-vino-tinto/w/2273763?year=2012&price_id=24159855
745,32979168,Bannockburn Chardonnay 2022,Felton Road,White wine,4.0,54461,"oak, butter, vanilla",,https://www.vivino.com/felton-road-bannockburn-chardonnay/w/1136718?year=2022&price_id=32979168
746,21496132,Pessac-Léognan 2017,Château Couhins-Lurton,Red wine,4.0,150000,"leather, earthy, smoke",,https://www.vivino.com/chateau-couhins-lurton-pessac-leognan/w/73554?year=2017&price_id=21496132
747,32979166,Pinot Noir 2022,Akarua,Red wine,4.0,33451,"cherry, raspberry, stra...",,https://www.vivino.com/akarua-pinot-noir/w/2605302?year=2022&price_id=32979166
748,14650500,Reserve Pinot Noir 2006,Argyle,Red wine,4.0,101248,"cherry, strawberry, ras...",,https://www.vivino.com/argyle-willamette-valley-reserve-pinot-noir/w/6406?year=2006&price_id=14650500
749,33589761,River Run Pinot Noir 2022,Chard Farm,Red wine,4.0,28783,"cherry, strawberry, ras...",,https://www.vivino.com/chard-farm-river-run-pinot-noir/w/1648097?year=2022&price_id=33589761
750,14549970,Calidonia Chianti Classico Riserva 2005,Bindi Sergardi,Red wine,4.0,59129,"cherry, red fruit, rasp...",,https://www.vivino.com/bindi-sergardi-tuscany-calidonia-chianti-classico-riserva/w/21369?year=2005&price_id=14549970
751,2804968,Calidonia Chianti Classico Riserva 2004,Bindi Sergardi,Red wine,4.0,72899,"cherry, red fruit, rasp...",,https://www.vivino.com/bindi-sergardi-tuscany-calidonia-chianti-classico-riserva/w/21369?year=2004&price_id=2804968
752,2754355,Crianza Tinto 2009,Pago de Los Capellanes,Red wine,4.0,52649,"oak, vanilla, tobacco",,https://www.vivino.com/pago-de-los-capellanes-crianza-tinto/w/16226?year=2009&price_id=2754355
753,2754348,Prodigal Grenache 2003,Kilikanoon,Red wine,4.0,52649,"oak, chocolate, vanilla",,https://www.vivino.com/kilikanoon-wines-prodigal-grenache/w/56054?year=2003&price_id=2754348
754,2895032,The Master's Collection Mentor Cabernet Sauvignon 1998,Peter Lehmann,Red wine,4.0,145798,"oak, vanilla, chocolate",,https://www.vivino.com/peter-lehmann-the-master-s-collection-mentor-cabernet-sauvignon/w/2052?year=1998&price_id=2895032
755,18930011,Scarlett Dark 2016,Lamothe Parrot,Red wine,4.0,26325,"oak, chocolate, vanilla",,https://www.vivino.com/lamothe-parrot-scarlett-dark/w/4931184?year=2016&price_id=18930011
756,16730107,Chardonnay Bourbon Barrel Aged 2016,Robert Mondavi Private Selection,White wine,4.0,40499,"oak, butter, vanilla",,https://www.vivino.com/robert-mondavi-private-selection-chardonnay-bourbon-barrel-aged/w/5404705?year=2016&price_id=16730107
757,24530166,Riesling Kabinett Blue Slate 2018,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2018&price_id=24530166
758,23467412,Ribera del Duero 2016,Finca Villacreces,Red wine,4.0,150000,"oak, vanilla, tobacco",,https://www.vivino.com/finca-villacreces-ribera-del-duero/w/96045?year=2016&price_id=23467412
759,2804934,Tenuta Valleselle Introl della Torre Merlot 2006,Tinazzi,Red wine,4.0,50624,"vanilla, chocolate, clo...",,https://www.vivino.com/tinazzi-tenuta-valleselle-introl-della-torre-merlot/w/1138396?year=2006&price_id=2804934
760,24530368,Narassa 2017,Domaine Lafage,Red wine,4.0,45000,"blackberry, dark fruit,...",,https://www.vivino.com/domaine-lafage-narassa/w/4486830?year=2017&price_id=24530368
761,24530365,Narassa 2014,Domaine Lafage,Red wine,4.0,45000,"blackberry, dark fruit,...",,https://www.vivino.com/domaine-lafage-narassa/w/4486830?year=2014&price_id=24530365
762,32695397,Pinot Noir 2022,Two Paddocks,Red wine,4.0,46679,"cherry, strawberry, ras...",,https://www.vivino.com/two-paddocks-pinot-noir/w/2018570?year=2022&price_id=32695397
763,2754291,Cabernet Sauvignon 2010,St Hugo,Red wine,4.0,89099,"blackcurrant, cassis, b...",,https://www.vivino.com/st-hugo-cabernet-sauvignon/w/2727?year=2010&price_id=2754291
764,2804862,Barolo Sorano 2003,Ascheri,Red wine,4.0,147823,"leather, earthy, tar",,https://www.vivino.com/cantine-ascheri-giacomo-barolo-sorano/w/15461?year=2003&price_id=2804862
765,34233508,Merlot - Cabernet 2020,Pegasus Bay,Red wine,4.0,28783,"plum, blackberry, black...",,https://www.vivino.com/pegasus-bay-winery-merlot-cabernet/w/16118?year=2020&price_id=34233508
766,30003963,La Splendeur du Soleil Chardonnay 2019,Diora,White wine,4.0,80000,"oak, butter, vanilla",,https://www.vivino.com/diora-la-splendeur-du-soleil-chardonnay-monterey/w/7445729?year=2019&price_id=30003963
767,21493561,Merlot 2015,Rutherford Hill,Red wine,4.0,120000,"oak, vanilla, chocolate",,https://www.vivino.com/rutherford-hill-winery-merlot/w/4657?year=2015&price_id=21493561
768,30003958,La Petite Grace Pinot Noir 2017,Diora,Red wine,4.0,80000,"vanilla, oak, chocolate",,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2017&price_id=30003958
769,31600420,Pinot Gris 2022,Amisfield,White wine,4.0,29561,"pear, peach, apple",,https://www.vivino.com/amisfield-pinot-gris/w/1783313?year=2022&price_id=31600420
770,23353852,Mercurey 2017,Château de Chamirey,Red wine,4.0,140000,"cherry, red fruit, stra...",,https://www.vivino.com/le-chateau-de-chamirey-mercurey/w/1107375?year=2017&price_id=23353852
771,23983640,Campo di Sasso Insoglio del Cinghiale 2010,Biserno,Red wine,4.0,58724,"blackberry, plum, black...",,https://www.vivino.com/tenuta-campo-di-sasso-campo-di-sasso-insoglio-del-cinghiale/w/59754?year=2010&price_id=23983640
772,24530164,Riesling Kabinett Blue Slate 2016,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2016&price_id=24530164
773,14541575,Reserve Chardonnay 2000,Robert Mondavi Winery,White wine,4.0,91529,"oak, butter, vanilla",,https://www.vivino.com/robert-mondavi-winery-reserve-chardonnay/w/2441?year=2000&price_id=14541575
774,29380815,Riverpoint Vineyard Viognier 2020,Millton,White wine,4.0,25670,"peach, pear, apricot",,https://www.vivino.com/milton-riverpoint-vineyard-viognier/w/1122468?year=2020&price_id=29380815
775,19160034,Gran Reserva 2001,Marqués de Cáceres,Red wine,4.0,64799,"oak, vanilla, tobacco",,https://www.vivino.com/marques-de-caceres-gran-reserva-rioja/w/10251?year=2001&price_id=19160034
776,30003957,La Petite Grace Pinot Noir 2016,Diora,Red wine,4.0,80000,"vanilla, oak, chocolate",,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2016&price_id=30003957
777,2894967,Vigna Rocche Barolo 2003,Erbaluna,Red wine,4.0,121498,"leather, earthy, truffl...",,https://www.vivino.com/erbaluna-vigna-rocche-barolo/w/1177136?year=2003&price_id=2894967
778,23353853,Mercurey 2016,Château de Chamirey,Red wine,4.0,140000,"cherry, red fruit, stra...",,https://www.vivino.com/le-chateau-de-chamirey-mercurey/w/1107375?year=2016&price_id=23353853
779,23467533,Barolo 2008,Prunotto,Red wine,4.0,150000,"cherry, strawberry, red...",,https://www.vivino.com/prunotto-barolo/w/61134?year=2008&price_id=23467533
780,24530165,Riesling Kabinett Blue Slate 2017,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2017&price_id=24530165
781,18675552,Baron Nathaniel Pauillac 2015,Baron Philippe de Rothschild,Red wine,4.0,87074,"oak, vanilla, tobacco",,https://www.vivino.com/baron-philippe-de-rothschild-sa-baron-nathaniel-pauillac/w/4142?year=2015&price_id=18675552
782,23466097,Mompertone Monferrato 2016,Prunotto,Red wine,4.0,60000,"oak, tobacco, coffee",,https://www.vivino.com/prunotto-mompertone-monferrato/w/1136534?year=2016&price_id=23466097
783,25603690,Origine 2017,Escudo Rojo,Red wine,4.0,120000,"plum, black fruit, blac...",,https://www.vivino.com/escudo-rojo-origine/w/8183449?year=2017&price_id=25603690
784,25603689,Origine 2016,Escudo Rojo,Red wine,4.0,120000,"plum, black fruit, blac...",,https://www.vivino.com/escudo-rojo-origine/w/8183449?year=2016&price_id=25603689
785,24159844,Reserva 2018,Cune (CVNE),Red wine,4.0,60000,"oak, vanilla, tobacco",,https://www.vivino.com/cune-cvne-reserva-rioja/w/49644?year=2018&price_id=24159844
786,2894883,Private Collection Merlot 2003,Saxenburg,Red wine,4.0,40499,"chocolate, oak, mocha",,https://www.vivino.com/saxenburg-private-collection-merlot/w/1216262?year=2003&price_id=2894883
787,33683740,Pinot Noir 2022,Mondillo,Red wine,4.0,40454,"plum, black cherry, bla...",,https://www.vivino.com/nz-mondillo-pinot-noir/w/1319781?year=2022&price_id=33683740
788,32845875,Limelight Riesling 2021,Misha's Vineyard,White wine,4.0,24892,"lime, citrus, lemon",,https://www.vivino.com/mishas-limelight-riesling/w/2580040?year=2021&price_id=32845875
789,23353855,Mercurey 2014,Château de Chamirey,Red wine,4.0,140000,"cherry, red fruit, stra...",,https://www.vivino.com/le-chateau-de-chamirey-mercurey/w/1107375?year=2014&price_id=23353855
790,29630038,Amore e Follia 2019,Podere le Ripi,Red wine,4.0,100000,"oak, vanilla, coffee",,https://www.vivino.com/podere-le-ripi-amore-e-follia/w/1986213?year=2019&price_id=29630038
791,23467532,Barolo 2007,Prunotto,Red wine,4.0,150000,"cherry, strawberry, red...",,https://www.vivino.com/prunotto-barolo/w/61134?year=2007&price_id=23467532
792,24159850,Unánime Gran Vino Tinto 2007,Mascota Vineyards,Red wine,4.0,120000,"oak, chocolate, tobacco",,https://www.vivino.com/mascota-vineyards-mendoza-unanime-gran-vino-tinto/w/2273763?year=2007&price_id=24159850
793,29015878,Rob & Les Shiraz 2013,Izway,Red wine,4.0,75000,"plum, blackberry, black...",,https://www.vivino.com/izway-rob-les-shiraz/w/1526461?year=2013&price_id=29015878
794,29015879,Rob & Les Shiraz 2014,Izway,Red wine,4.0,75000,"plum, blackberry, black...",,https://www.vivino.com/izway-rob-les-shiraz/w/1526461?year=2014&price_id=29015879
795,29015877,Rob & Les Shiraz 2012,Izway,Red wine,4.0,75000,"plum, blackberry, black...",,https://www.vivino.com/izway-rob-les-shiraz/w/1526461?year=2012&price_id=29015877
796,29015876,Rob & Les Shiraz 2011,Izway,Red wine,4.0,75000,"plum, blackberry, black...",,https://www.vivino.com/izway-rob-les-shiraz/w/1526461?year=2011&price_id=29015876
797,21493552,Chardonnay 2016,Freemark Abbey,White wine,4.0,100000,"oak, butter, vanilla",,https://www.vivino.com/freemark-abbey-chardonnay/w/1558510?year=2016&price_id=21493552
798,16156677,Riesling Kabinett 2005,Robert Weil,White wine,4.0,48599,"peach, pear, apricot",,https://www.vivino.com/robert-weil-riesling-kabinett/w/1476551?year=2005&price_id=16156677
799,24530162,Riesling Kabinett Blue Slate 2014,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2014&price_id=24530162
800,30069538,Reserve Cabernet Sauvignon - Merlot 2020,Villa Maria,Red wine,4.0,34229,"plum, blackcurrant, cas...",,https://www.vivino.com/villa-maria-auckland-httyj-reserve-cabernet-sauvignon-merlot/w/1823924?year=2020&price_id=30069538
801,2804574,Foundation Shiraz 2000,Tatachilla,Red wine,4.0,100438,"chocolate, oak, vanilla",,https://www.vivino.com/tatachilla-foundation-shiraz/w/74465?year=2000&price_id=2804574
802,30899661,China Terrace Pinot Noir 2021,Gibbston Valley,Red wine,4.0,50570,"cherry, red fruit, stra...",,https://www.vivino.com/gibbston-valley-china-terrace-pinot-noir/w/1145543?year=2021&price_id=30899661
803,31600419,Chardonnay 2020,Cloudy Bay,White wine,4.0,40065,"oak, butter, vanilla",,https://www.vivino.com/cloudy-bay-marlborough-chardonnay/w/18979?year=2020&price_id=31600419
804,14650399,Electio Xarel-lo 2006,Parés Baltà,White wine,4.0,97198,"oak, butter, caramel",,https://www.vivino.com/pares-balta-electio-xarel-lo/w/1262317?year=2006&price_id=14650399
805,21493542,The Blend Collection Red 2016,Errazuriz,Red wine,4.0,150000,"oak, vanilla, tobacco",,https://www.vivino.com/errazuriz-the-blend-collection-red/w/1988?year=2016&price_id=21493542
806,30593027,Sauvignon Blanc 2022,Dog Point,White wine,4.0,23336,"citrus, grapefruit, lem...",,https://www.vivino.com/dog-point-sauvignon-blanc/w/79385?year=2022&price_id=30593027
807,21493715,Casasole Orvieto Classico Amabile 2018,Santa Cristina,White wine,4.0,30000,"apple, melon, peach",,https://www.vivino.com/santa-cristina-casasole-orvieto-classico-amabile/w/1200229?year=2018&price_id=21493715
808,10282882,Poggio a'Frati Chianti Classico Riserva 2011,Rocca di Castagnoli,Red wine,4.0,66824,"oak, tobacco, vanilla",,https://www.vivino.com/rocca-di-castagnoli-poggio-a-frati-chianti-classico-riserva/w/1146100?year=2011&price_id=10282882
809,14650458,Post Scriptum (de Chryseia) Douro 2009,Prats & Symington (P+S),Red wine,4.0,56699,"plum, blackberry, black...",,https://www.vivino.com/chryseia-post-scriptum-de-chryseia-douro/w/1290538?year=2009&price_id=14650458
810,31851177,Craighall Vineyard Riesling 2021,Dry River,White wine,4.0,44345,"citrus, lime, lemon",,https://www.vivino.com/dry-river-wines-limited-craighall-vineyard-riesling/w/1103675?year=2021&price_id=31851177
811,33554792,Craighall Vineyard Riesling 2022,Dry River,White wine,4.0,45123,"citrus, lime, lemon",,https://www.vivino.com/dry-river-wines-limited-craighall-vineyard-riesling/w/1103675?year=2022&price_id=33554792
812,23905354,Barolo Cascina Nuova 2015,Elvio Cogno,Red wine,4.0,99223,"leather, earthy, tar",,https://www.vivino.com/elvio-cogno-barolo-cascina-nuova/w/21058?year=2015&price_id=23905354
813,23466037,Il Vero Siciliano 2018,Gergenti,Red wine,4.0,100000,"jam, blackberry, plum",,https://www.vivino.com/gergenti-il-vero-siciliano/w/6795113?year=2018&price_id=23466037
814,30593031,Estate 2018,Puriri Hills,Red wine,4.0,38120,"blackberry, plum, black...",,https://www.vivino.com/puriri-hills-estate/w/1369553?year=2018&price_id=30593031
815,25660914,Napa Valley Cabernet Sauvignon 2014,Martin Ray,Red wine,4.0,60000,"oak, vanilla, tobacco",,https://www.vivino.com/martin-ray-napa-valley-cabernet-sauvignon/w/1115609?year=2014&price_id=25660914
816,23466096,Mompertone Monferrato 2017,Prunotto,Red wine,4.0,60000,"oak, tobacco, coffee",,https://www.vivino.com/prunotto-mompertone-monferrato/w/1136534?year=2017&price_id=23466096
817,23466085,Orben 2016,Orben,Red wine,4.0,100000,"oak, vanilla, tobacco",,https://www.vivino.com/orben-orben/w/77816?year=2016&price_id=23466085
818,23630014,Barolo 2013,Roberto Sarotto,Red wine,4.0,59000,"vanilla, oak, tobacco",,https://www.vivino.com/roberto-sarotto-barolo/w/3156614?year=2013&price_id=23630014
819,24530398,Authentique Côtes du Roussillon Rouge 2019,Domaine Lafage,Red wine,4.0,35000,"plum, dark fruit, black...",,https://www.vivino.com/domaine-lafage-authentique-cotes-du-roussillon-rouge/w/1735610?year=2019&price_id=24530398
820,25478352,Single Vineyard 5182 Riesling 'M' 2020,Te Whare Ra,White wine,4.0,21780,"honey, petroleum, stone",,https://www.vivino.com/te-whare-ra-single-vineyard-5182-riesling-m/w/1112482?year=2020&price_id=25478352
821,29770897,Single Vineyard 5182 Riesling 'M' 2019,Te Whare Ra,White wine,4.0,35000,"honey, petroleum, stone",,https://www.vivino.com/te-whare-ra-single-vineyard-5182-riesling-m/w/1112482?year=2019&price_id=29770897
822,25130583,Sonoma Coast Chardonnay 2016,Amici,White wine,4.0,100000,"butter, oak, vanilla",,https://www.vivino.com/amici-cellars-sonoma-coast-chardonnay/w/4027606?year=2016&price_id=25130583
823,30003965,La Splendeur du Soleil Chardonnay 2020,Diora,White wine,4.0,80000,"oak, butter, vanilla",,https://www.vivino.com/diora-la-splendeur-du-soleil-chardonnay-monterey/w/7445729?year=2020&price_id=30003965
824,23467497,Grand Reserve Chardonnay 2016,Kendall-Jackson,White wine,4.0,120000,"oak, butter, vanilla",,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2016&price_id=23467497
825,26456000,Stonehorse Shiraz 2018,Kaesler,Red wine,4.0,48599,"plum, blackberry, dark ...",,https://www.vivino.com/kaesler-wines-and-vineyard-stonehorse-shiraz/w/87516?year=2018&price_id=26456000
826,26610898,'Tinker's Field' Mature Vine Pinot Noir 2018,Rippon,Red wine,4.0,102704,"leather, earthy, forest...",,https://www.vivino.com/rippon-tinker-s-field-mature-vine-pinot-noir/w/1117018?year=2018&price_id=26610898
827,33342285,'Tinker's Field' Mature Vine Pinot Noir 2019,Rippon,Red wine,4.0,102704,"leather, earthy, forest...",,https://www.vivino.com/rippon-tinker-s-field-mature-vine-pinot-noir/w/1117018?year=2019&price_id=33342285
828,31388363,Sauvignon Blanc 2022,Nautilus,White wine,4.0,19056,"grapefruit, citrus, lim...",,https://www.vivino.com/nautilus-estate-sauvignon-blanc/w/86751?year=2022&price_id=31388363
829,24530160,Riesling Kabinett Blue Slate 2012,Dr. Loosen,White wine,4.0,70000,"green apple, apple, pea...",,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2012&price_id=24530160
830,2754535,Enamore 2008,Renacer,Red wine,4.0,58724,"chocolate, oak, tobacco",,https://www.vivino.com/renacer-enamore/w/86842?year=2008&price_id=2754535
831,23467585,Pinot Gris Alsace Réserve Personnelle 2014,Trimbach,White wine,4.0,110000,"peach, pear, apricot",,https://www.vivino.com/trimbach-alsace-pinot-gris-alsace-reserve-personnelle/w/1191381?year=2014&price_id=23467585
832,2894970,Reserva Rioja (Finca Ygay) 2001,Marqués de Murrieta,Red wine,4.0,52649,"oak, vanilla, tobacco",,https://www.vivino.com/marques-de-murrieta-reserva-rioja-finca-ygay/w/10998?year=2001&price_id=2894970
833,33278237,Pinot Noir 2021,Novum,Red wine,4.0,35786,"strawberry, cherry, ras...",,https://www.vivino.com/novum-marlborough-pinot-noir/w/6617489?year=2021&price_id=33278237
834,25304603,Vipers Vineyard Riesling 2019,Chard Farm,White wine,4.0,21624,"honey, minerals, stone",,https://www.vivino.com/chard-farm-vipers-vineyard-riesling/w/2208488?year=2019&price_id=25304603
835,31983990,Vipers Vineyard Riesling 2021,Chard Farm,White wine,4.0,21780,"honey, minerals, stone",,https://www.vivino.com/chard-farm-vipers-vineyard-riesling/w/2208488?year=2021&price_id=31983990
836,2804666,Vigna La Casina Chianti Classico Riserva 2005,Casina di Cornia,Red wine,4.0,80999,"oak, vanilla, tobacco",,https://www.vivino.com/casina-di-cornia-vigna-la-casina-chianti-classico-riserva/w/2487461?year=2005&price_id=2804666
837,25130582,Sonoma Coast Chardonnay 2015,Amici,White wine,4.0,100000,"butter, oak, vanilla",,https://www.vivino.com/amici-cellars-sonoma-coast-chardonnay/w/4027606?year=2015&price_id=25130582
838,25130563,HRB Chardonnay 2016,Hardys,White wine,4.0,90000,"oak, butter, vanilla",,https://www.vivino.com/hardys-hrb-chardonnay/w/1225267?year=2016&price_id=25130563
839,27010161,Viognier 2019,Hans Herzog - Hans Family Estate,White wine,4.0,50570,"apricot, stone fruit, p...",,https://www.vivino.com/hans-herzog-hans-family-estate-viognier/w/1846408?year=2019&price_id=27010161
840,34079253,Viognier 2020,Hans Herzog - Hans Family Estate,White wine,4.0,50570,"apricot, stone fruit, p...",,https://www.vivino.com/hans-herzog-hans-family-estate-viognier/w/1846408?year=2020&price_id=34079253
841,33222825,Pinot Noir 2021,Maori Point,Red wine,4.0,31117,"cherry, raspberry, red ...",,https://www.vivino.com/maori-point-central-otago-pinot-noir/w/1285437?year=2021&price_id=33222825
842,24530362,Côté Floral 2017,Domaine Lafage,White wine,4.0,25000,"peach, pear, green appl...",,https://www.vivino.com/domaine-lafage-cote-floral/w/1282730?year=2017&price_id=24530362
843,27135908,ODA Negre 2018,Castell del Remei,Red wine,4.0,53459,"vanilla, oak, coffee",,https://www.vivino.com/castell-del-remei-oda-negre/w/1615?year=2018&price_id=27135908
844,16860255,Private Bin Cabernet Sauvignon 2015,Nederburg,Red wine,4.0,15349,"chocolate, coffee, oak",,https://www.vivino.com/nederburg-estate-private-bin-cabernet-sauvignon/w/1160367?year=2015&price_id=16860255
845,17465424,Signos de Origen La Vinilla Chardonnay - Roussanne 2016,Emiliana,White wine,4.0,54674,"oak, butter, vanilla",,https://www.vivino.com/emiliana-signos-de-origen-la-vinilla-chardonnay-roussanne/w/1286095?year=2016&price_id=17465424
