,ID,제품명,와이너리,종류,평점,가격,노트,노트2,상세
2830,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,,,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2831,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,,,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2832,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,,,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2833,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,,,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2834,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,,,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2835,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,,,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2836,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,,,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2837,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,,,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2838,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,,,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2839,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,,,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2840,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,,,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2841,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,,,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2842,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,,,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2843,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,,,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
2844,23353768,Red 2015,Caricature,Red wine,3.7,100000,,,https://www.vivino.com/caricature-red/w/1389159?year=2015&price_id=23353768
2845,23466111,Chardonnay 2016,The Federalist,White wine,3.7,150000,,,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2016&price_id=23466111
2846,30003984,Malayeto 2018,Viña Zorzal,Red wine,3.7,55000,,,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2018&price_id=30003984
2847,15198814,Puisseguin-Saint-Émilion 2011,Château des Laurets,Red wine,3.7,42524,,,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2011&price_id=15198814
2848,2895041,Zinfandel 2002,Stone Cellars,Red wine,3.7,24502,,,https://www.vivino.com/stone-cellars-zinfandel/w/1136197?year=2002&price_id=2895041
2849,7944122,Saint-Émilion Grand Cru 2000,Château Cloitre Lescours,Red wine,3.7,60749,,,https://www.vivino.com/cloitre-lescours-saint-emilion-grand-cru/w/1166514?year=2000&price_id=7944122
2850,23467494,Grand Reserve Chardonnay 2013,Kendall-Jackson,White wine,3.7,120000,,,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2013&price_id=23467494
2851,24530229,Red Blend 2012,Rhiannon,Red wine,3.7,60000,,,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2012&price_id=24530229
2852,24530293,Cabernet Sauvignon 2016,Round Hill,Red wine,3.7,30000,,,https://www.vivino.com/round-hill-cabernet-sauvignon/w/6734?year=2016&price_id=24530293
2853,25359746,Malbec 2011,BenMarco,Red wine,3.7,50000,,,https://www.vivino.com/benmarco-malbec/w/86730?year=2011&price_id=25359746
2854,23868196,Napa Valley Cabernet Sauvignon 2013,Avalon,Red wine,3.7,80000,,,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2013&price_id=23868196
2855,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,,,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2856,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,,,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2857,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,,,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2858,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,,,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2859,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,,,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2860,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,,,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2861,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,,,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2862,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,,,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2863,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,,,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2864,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,"cherry, raspberry, stra...",,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2865,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,"raspberry, strawberry, ...",,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2866,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,"black fruit, blueberry,...",,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2867,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2868,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,"oak, tobacco, chocolate",,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
2869,23353768,Red 2015,Caricature,Red wine,3.7,100000,"oak, vanilla, chocolate",,https://www.vivino.com/caricature-red/w/1389159?year=2015&price_id=23353768
2870,23466111,Chardonnay 2016,The Federalist,White wine,3.7,150000,"oak, butter, vanilla",,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2016&price_id=23466111
2871,30003984,Malayeto 2018,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2018&price_id=30003984
2872,15198814,Puisseguin-Saint-Émilion 2011,Château des Laurets,Red wine,3.7,42524,"oak, vanilla, tobacco",,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2011&price_id=15198814
2873,2895041,Zinfandel 2002,Stone Cellars,Red wine,3.7,24502,"plum, black fruit, cass...",,https://www.vivino.com/stone-cellars-zinfandel/w/1136197?year=2002&price_id=2895041
2874,7944122,Saint-Émilion Grand Cru 2000,Château Cloitre Lescours,Red wine,3.7,60749,"cherry, red fruit, sour...",,https://www.vivino.com/cloitre-lescours-saint-emilion-grand-cru/w/1166514?year=2000&price_id=7944122
2875,23467494,Grand Reserve Chardonnay 2013,Kendall-Jackson,White wine,3.7,120000,"oak, butter, vanilla",,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2013&price_id=23467494
2876,24530229,Red Blend 2012,Rhiannon,Red wine,3.7,60000,"oak, vanilla, chocolate",,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2012&price_id=24530229
2877,24530293,Cabernet Sauvignon 2016,Round Hill,Red wine,3.7,30000,"oak, vanilla, chocolate",,https://www.vivino.com/round-hill-cabernet-sauvignon/w/6734?year=2016&price_id=24530293
2878,25359746,Malbec 2011,BenMarco,Red wine,3.7,50000,"blackberry, plum, dark ...",,https://www.vivino.com/benmarco-malbec/w/86730?year=2011&price_id=25359746
2879,23868196,Napa Valley Cabernet Sauvignon 2013,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2013&price_id=23868196
2880,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,"pear, apple, melon",,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2881,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,"oak, vanilla, chocolate",,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2882,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,"vanilla, tobacco, oak",,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2883,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2884,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,"citrus, lime, lemon",,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2885,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,"oak, vanilla, tobacco",,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2886,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,"blackberry, plum, cassi...",,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2887,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,"oak, chocolate, vanilla",,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2888,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,"blackberry, plum, black...",,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2889,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,"cherry, raspberry, stra...",,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2890,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,"raspberry, strawberry, ...",,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2891,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,"black fruit, blueberry,...",,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2892,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2893,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,"oak, tobacco, chocolate",,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
2894,23353768,Red 2015,Caricature,Red wine,3.7,100000,"oak, vanilla, chocolate",,https://www.vivino.com/caricature-red/w/1389159?year=2015&price_id=23353768
2895,23466111,Chardonnay 2016,The Federalist,White wine,3.7,150000,"oak, butter, vanilla",,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2016&price_id=23466111
2896,30003984,Malayeto 2018,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2018&price_id=30003984
2897,15198814,Puisseguin-Saint-Émilion 2011,Château des Laurets,Red wine,3.7,42524,"oak, vanilla, tobacco",,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2011&price_id=15198814
2898,2895041,Zinfandel 2002,Stone Cellars,Red wine,3.7,24502,"plum, black fruit, cass...",,https://www.vivino.com/stone-cellars-zinfandel/w/1136197?year=2002&price_id=2895041
2899,7944122,Saint-Émilion Grand Cru 2000,Château Cloitre Lescours,Red wine,3.7,60749,"cherry, red fruit, sour...",,https://www.vivino.com/cloitre-lescours-saint-emilion-grand-cru/w/1166514?year=2000&price_id=7944122
2900,23467494,Grand Reserve Chardonnay 2013,Kendall-Jackson,White wine,3.7,120000,"oak, butter, vanilla",,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2013&price_id=23467494
2901,24530229,Red Blend 2012,Rhiannon,Red wine,3.7,60000,"oak, vanilla, chocolate",,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2012&price_id=24530229
2902,24530293,Cabernet Sauvignon 2016,Round Hill,Red wine,3.7,30000,"oak, vanilla, chocolate",,https://www.vivino.com/round-hill-cabernet-sauvignon/w/6734?year=2016&price_id=24530293
2903,25359746,Malbec 2011,BenMarco,Red wine,3.7,50000,"blackberry, plum, dark ...",,https://www.vivino.com/benmarco-malbec/w/86730?year=2011&price_id=25359746
2904,23868196,Napa Valley Cabernet Sauvignon 2013,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2013&price_id=23868196
2905,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,"pear, apple, melon",,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2906,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,"oak, vanilla, chocolate",,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2907,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,"vanilla, tobacco, oak",,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2908,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2909,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,"citrus, lime, lemon",,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2910,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,"oak, vanilla, tobacco",,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2911,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,"blackberry, plum, cassi...",,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2912,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,"oak, chocolate, vanilla",,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2913,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,"blackberry, plum, black...",,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2914,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,"cherry, raspberry, stra...",,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2915,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,"raspberry, strawberry, ...",,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2916,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,"black fruit, blueberry,...",,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2917,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2918,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,"oak, tobacco, chocolate",,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
2919,23353768,Red 2015,Caricature,Red wine,3.7,100000,"oak, vanilla, chocolate",,https://www.vivino.com/caricature-red/w/1389159?year=2015&price_id=23353768
2920,23466111,Chardonnay 2016,The Federalist,White wine,3.7,150000,"oak, butter, vanilla",,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2016&price_id=23466111
2921,30003984,Malayeto 2018,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2018&price_id=30003984
2922,15198814,Puisseguin-Saint-Émilion 2011,Château des Laurets,Red wine,3.7,42524,"oak, vanilla, tobacco",,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2011&price_id=15198814
2923,2895041,Zinfandel 2002,Stone Cellars,Red wine,3.7,24502,"plum, black fruit, cass...",,https://www.vivino.com/stone-cellars-zinfandel/w/1136197?year=2002&price_id=2895041
2924,7944122,Saint-Émilion Grand Cru 2000,Château Cloitre Lescours,Red wine,3.7,60749,"cherry, red fruit, sour...",,https://www.vivino.com/cloitre-lescours-saint-emilion-grand-cru/w/1166514?year=2000&price_id=7944122
2925,23467494,Grand Reserve Chardonnay 2013,Kendall-Jackson,White wine,3.7,120000,"oak, butter, vanilla",,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2013&price_id=23467494
2926,24530229,Red Blend 2012,Rhiannon,Red wine,3.7,60000,"oak, vanilla, chocolate",,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2012&price_id=24530229
2927,24530293,Cabernet Sauvignon 2016,Round Hill,Red wine,3.7,30000,"oak, vanilla, chocolate",,https://www.vivino.com/round-hill-cabernet-sauvignon/w/6734?year=2016&price_id=24530293
2928,25359746,Malbec 2011,BenMarco,Red wine,3.7,50000,"blackberry, plum, dark ...",,https://www.vivino.com/benmarco-malbec/w/86730?year=2011&price_id=25359746
2929,23868196,Napa Valley Cabernet Sauvignon 2013,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2013&price_id=23868196
2930,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,"pear, apple, melon",,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2931,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,"oak, vanilla, chocolate",,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2932,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,"vanilla, tobacco, oak",,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2933,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2934,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,"citrus, lime, lemon",,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2935,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,"oak, vanilla, tobacco",,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2936,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,"blackberry, plum, cassi...",,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2937,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,"oak, chocolate, vanilla",,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2938,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,"blackberry, plum, black...",,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2939,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,"cherry, raspberry, stra...",,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2940,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,"raspberry, strawberry, ...",,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2941,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,"black fruit, blueberry,...",,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2942,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2943,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,"oak, tobacco, chocolate",,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
2944,23353768,Red 2015,Caricature,Red wine,3.7,100000,"oak, vanilla, chocolate",,https://www.vivino.com/caricature-red/w/1389159?year=2015&price_id=23353768
2945,23466111,Chardonnay 2016,The Federalist,White wine,3.7,150000,"oak, butter, vanilla",,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2016&price_id=23466111
2946,30003984,Malayeto 2018,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2018&price_id=30003984
2947,15198814,Puisseguin-Saint-Émilion 2011,Château des Laurets,Red wine,3.7,42524,"oak, vanilla, tobacco",,https://www.vivino.com/fr-chateau-des-laurets-puisseguin-saint-emilion/w/1137096?year=2011&price_id=15198814
2948,2895041,Zinfandel 2002,Stone Cellars,Red wine,3.7,24502,"plum, black fruit, cass...",,https://www.vivino.com/stone-cellars-zinfandel/w/1136197?year=2002&price_id=2895041
2949,7944122,Saint-Émilion Grand Cru 2000,Château Cloitre Lescours,Red wine,3.7,60749,"cherry, red fruit, sour...",,https://www.vivino.com/cloitre-lescours-saint-emilion-grand-cru/w/1166514?year=2000&price_id=7944122
2950,23467494,Grand Reserve Chardonnay 2013,Kendall-Jackson,White wine,3.7,120000,"oak, butter, vanilla",,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2013&price_id=23467494
2951,24530229,Red Blend 2012,Rhiannon,Red wine,3.7,60000,"oak, vanilla, chocolate",,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2012&price_id=24530229
2952,24530293,Cabernet Sauvignon 2016,Round Hill,Red wine,3.7,30000,"oak, vanilla, chocolate",,https://www.vivino.com/round-hill-cabernet-sauvignon/w/6734?year=2016&price_id=24530293
2953,25359746,Malbec 2011,BenMarco,Red wine,3.7,50000,"blackberry, plum, dark ...",,https://www.vivino.com/benmarco-malbec/w/86730?year=2011&price_id=25359746
2954,23868196,Napa Valley Cabernet Sauvignon 2013,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2013&price_id=23868196
2955,7953679,Mâcon-Villages 2013,Trénel,White wine,3.7,40499,"pear, apple, melon",,https://www.vivino.com/trenel-fils-macon-villages/w/78504?year=2013&price_id=7953679
2956,14540815,Puisseguin-Saint-Émilion 2004,Château Teyssier,Red wine,3.7,35234,"oak, vanilla, chocolate",,https://www.vivino.com/chateau-teyssier-puisseguin-saint-emilion-puisseguin-saint-emilion/w/1170107?year=2004&price_id=14540815
2957,23466000,Reserve Malbec 2013,Cigar Box,Red wine,3.7,80000,"vanilla, tobacco, oak",,https://www.vivino.com/cigar-box-reserve-malbec/w/1984536?year=2013&price_id=23466000
2958,30003982,Malayeto 2016,Viña Zorzal,Red wine,3.7,55000,"raspberry, strawberry, ...",,https://www.vivino.com/vina-zorzal-malayeto/w/3384125?year=2016&price_id=30003982
2959,14539754,Pinot Grigio 2006,Dorigo,White wine,3.7,42524,"citrus, lime, lemon",,https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
2960,28411466,Max Reserva Cabernet Sauvignon 2018,Errazuriz,Red wine,3.7,51029,"oak, vanilla, tobacco",,https://www.vivino.com/errazuriz-max-reserva-cabernet-sauvignon/w/1990?year=2018&price_id=28411466
2961,16294600,Phoenix Cabernet Sauvignon 2016,Penley Estate,Red wine,3.7,38474,"blackberry, plum, cassi...",,https://www.vivino.com/penley-estate-phoenix-cabernet-sauvignon/w/1135366?year=2016&price_id=16294600
2962,21493609,Merlot 2017,Bonterra,Red wine,3.7,60000,"oak, chocolate, vanilla",,https://www.vivino.com/bonterra-merlot/w/651?year=2017&price_id=21493609
2963,2895053,Dolcetto - Lagrein 2005,Heartland,Red wine,3.7,36044,"blackberry, plum, black...",,https://www.vivino.com/heartland-wines-pty-ltd-dolcetto-lagrein/w/2044?year=2005&price_id=2895053
2964,14549832,Fleurie Clos des Quatre Vents 2010,Georges Duboeuf,Red wine,3.7,32399,"cherry, raspberry, stra...",,https://www.vivino.com/georges-duboeuf-fleurie-clos-des-quatre-vents/w/79432?year=2010&price_id=14549832
2965,26610902,Pioneer Block 15 Strip Block Pinot Noir 2020,Saint Clair Family Estate,Red wine,3.7,25125,"raspberry, strawberry, ...",,https://www.vivino.com/saint-clair-family-estate-pioneer-block-15-strip-block-pinot-noir/w/2574012?year=2020&price_id=26610902
2966,26506395,Altitude Series 1100 Red 2015,Doña Paula,Red wine,3.7,72899,"black fruit, blueberry,...",,https://www.vivino.com/dona-paula-altitude-series-1100-red/w/2270204?year=2015&price_id=26506395
2967,23868193,Napa Valley Cabernet Sauvignon 2010,Avalon,Red wine,3.7,80000,"oak, vanilla, chocolate",,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2010&price_id=23868193
2968,2804591,Reserva de Familia Carmenère 2010,Santa Carolina,Red wine,3.7,44549,"oak, tobacco, chocolate",,https://www.vivino.com/santa-carolina-rapel-valley-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
